slug,source,substrate,severity,severity_prob,prompt_injection_prob,malicious_code_prob,secret_exposure_prob,untrusted_fetch_prob,content_len,defender_positive
kjgarza-marketplace-claude,claudemarketplaces,plugins,L1,0.9996,0.0001,0.0001,0.0001,0.1542,3161,False
britt-claude-code-skills,claudemarketplaces,plugins,L1,0.9842,0.0001,0.0002,0.0002,0.0055,7928,False
jbabin91-super-claude,claudemarketplaces,plugins,L1,0.9986,0.0002,0.0001,0.0003,0.0023,8101,False
adnanmueller-am-dev-plugins,claudemarketplaces,plugins,L1,0.9956,0.0002,0.0001,0.0001,0.0059,6096,False
gsornsen-mycelium,claudemarketplaces,plugins,L1,0.9649,0.0004,0.0002,0.0008,0.1310,8192,False
bcastelino-agent-skills-kit,claudemarketplaces,plugins,L1,0.9497,0.0002,0.0008,0.0003,0.0027,8192,False
agent-sh-perf,claudemarketplaces,plugins,L1,0.9918,0.0003,0.0004,0.0014,0.0120,6386,False
tundraray-overture,claudemarketplaces,plugins,L1,0.9218,0.0004,0.0002,0.0008,0.0320,8192,False
rand-disciplined-process-plugin,claudemarketplaces,plugins,L2,0.8719,0.0007,0.0021,0.0096,0.2995,8041,False
hculap-better-code,claudemarketplaces,plugins,L0,0.9841,0.0006,0.0009,0.0008,0.0010,5384,False
feed-mob-claude-code-marketplace,claudemarketplaces,plugins,L1,0.9940,0.0002,0.0001,0.0005,0.3412,8192,False
semgrep-mcp-marketplace,claudemarketplaces,plugins,L0,0.9888,0.0008,0.0003,0.0017,0.0028,1191,False
azu-claude-code-plugins,claudemarketplaces,plugins,L1,0.9947,0.0006,0.0001,0.0005,0.1261,708,False
verygoodplugins-claude-plugins,claudemarketplaces,plugins,L1,0.9978,0.0003,0.0002,0.0005,0.1438,5715,False
skellorok-appsec-audit,claudemarketplaces,plugins,L1,0.7581,0.0027,0.0136,0.0030,0.0296,6939,False
emillindfors-claude-marketplace,claudemarketplaces,plugins,L1,0.9985,0.0004,0.0006,0.0007,0.0021,1760,False
christowles-towles-tool,claudemarketplaces,plugins,L1,0.6406,0.0004,0.0007,0.0029,0.0148,7071,False
hotvect-hotvect,claudemarketplaces,plugins,L1,0.8421,0.0001,0.0003,0.0002,0.0017,4936,False
open-horizon-labs-bottle,claudemarketplaces,plugins,L2,0.9431,0.0010,0.0229,0.0026,0.3656,6445,False
markphelps-claude-plugins,claudemarketplaces,plugins,L0,0.9979,0.0004,0.0002,0.0011,0.0021,1378,False
mastra-ai-infinite-moves,claudemarketplaces,plugins,L1,0.9867,0.0004,0.0011,0.0012,0.0014,4212,False
lucasilverentand-skills,claudemarketplaces,plugins,L0,0.9428,0.0003,0.0005,0.0002,0.0012,74,False
nalyk-nalyk-skills-demo,claudemarketplaces,plugins,L1,0.9486,0.0003,0.0002,0.0006,0.0410,8192,False
kangminhyuk1111-agents,claudemarketplaces,plugins,L0,0.5468,0.0004,0.0002,0.0002,0.0013,3718,False
siiichenggg-claude-hud-glm,claudemarketplaces,plugins,L1,0.9950,0.0003,0.0003,0.0008,0.0363,8192,False
hellblazer-hal-9000,claudemarketplaces,plugins,L3,0.9963,0.0093,0.9887,0.0127,0.9029,8192,False
chmouel-claude-code-plugins,claudemarketplaces,plugins,L1,0.9993,0.0003,0.0001,0.0004,0.0244,6123,False
attuned-corp-skills,claudemarketplaces,plugins,L1,0.9350,0.0001,0.0002,0.0005,0.0082,3652,False
kerdofficial-claude-debug-mode,claudemarketplaces,plugins,L1,0.9897,0.0003,0.0003,0.0003,0.0101,2444,False
eladariel-pseudo-code-prompting-plugin,claudemarketplaces,plugins,L1,0.9955,0.0013,0.0004,0.0004,0.0032,7854,False
jarvusinnovations-claude-assist,claudemarketplaces,plugins,L1,0.9435,0.0001,0.0001,0.0010,0.0020,3902,False
vanman2024-dev-lifecycle-marketplace,claudemarketplaces,plugins,L1,0.9713,0.0003,0.0002,0.0011,0.0078,8192,False
muheun-claude-code-marketplace,claudemarketplaces,plugins,L0,0.7006,0.0001,0.0001,0.0002,0.0007,70,False
eduardoarantes-claude-code-plugin-marketplace,claudemarketplaces,plugins,L1,0.9929,0.0004,0.0000,0.0003,0.0705,5755,False
jkoelker-zephyr,claudemarketplaces,plugins,L1,0.9341,0.0002,0.0004,0.0031,0.0083,697,False
mnthe-hardworker-marketplace,claudemarketplaces,plugins,L1,0.9985,0.0002,0.0002,0.0004,0.0110,8192,False
legout-flowerpower-skill,claudemarketplaces,plugins,L1,0.8164,0.0002,0.0004,0.0019,0.0061,7024,False
pluginagentmarketplace-custom-plugin-android,claudemarketplaces,plugins,L1,0.9990,0.0012,0.0003,0.0003,0.0042,8192,False
oalders-kitchen-sink,claudemarketplaces,plugins,L1,0.9575,0.0004,0.0004,0.0022,0.1455,8192,False
ahmedxx99-claude-code-elixir,claudemarketplaces,plugins,L3,0.9987,0.0114,0.9960,0.0026,0.8273,4855,False
rylaa-claude-agent-workflows,claudemarketplaces,plugins,L1,0.9987,0.0001,0.0001,0.0009,0.3285,5348,False
clementwalter-rookie-marketplace,claudemarketplaces,plugins,L1,0.9965,0.0001,0.0001,0.0003,0.0217,8192,False
tasanakorn-cc-marketplace,claudemarketplaces,plugins,L1,0.9857,0.0002,0.0001,0.0003,0.5247,1481,False
masup9-codex-collab,claudemarketplaces,plugins,L2,0.8366,0.0007,0.0109,0.0087,0.1463,8192,False
caseywebb-elm-claude-plugin,claudemarketplaces,plugins,L2,0.5318,0.0004,0.0031,0.0061,0.8114,2116,False
crathgeb-claude-code-plugins,claudemarketplaces,plugins,L1,0.9993,0.0002,0.0001,0.0003,0.6887,783,False
pluginagentmarketplace-custom-plugin-product-manager,claudemarketplaces,plugins,L1,0.9987,0.0003,0.0002,0.0003,0.0019,7463,False
gemgalawala-telecom-ops-claude-code-plugins,claudemarketplaces,plugins,L3,0.9959,0.0044,0.9856,0.0019,0.6589,4501,False
zenterflow-claude-priority,claudemarketplaces,plugins,L1,0.9862,0.0001,0.0001,0.0006,0.0955,5254,False
konradmichalik-md-annotator,claudemarketplaces,plugins,L1,0.7646,0.0020,0.0094,0.0035,0.1392,7601,False
jo-minjun-claude-devkit,claudemarketplaces,plugins,L1,0.9923,0.0004,0.0003,0.0030,0.0379,1924,False
rkaushik29-claude-correct-habits,claudemarketplaces,plugins,L0,0.9876,0.0012,0.0011,0.0001,0.0022,1483,False
full-stack-biz-claude-dev-flow,claudemarketplaces,plugins,L1,0.9974,0.0001,0.0001,0.0001,0.0055,8192,False
horuz-ai-claude-plugins,claudemarketplaces,plugins,L1,0.9993,0.0005,0.0005,0.0007,0.0018,515,False
vibeforge1111-vibeship-plugin,claudemarketplaces,plugins,L2,0.9941,0.0077,0.0710,0.0052,0.6419,4052,False
macroman5-claude-code-workflow-plugins,claudemarketplaces,plugins,L1,0.9972,0.0003,0.0001,0.0005,0.0028,8192,False
rawwerks-ralph-eats-beads,claudemarketplaces,plugins,L2,0.9850,0.0007,0.0050,0.0125,0.0473,4125,False
lttr-claude-marketplace,claudemarketplaces,plugins,L1,0.9899,0.0001,0.0001,0.0003,0.0372,6806,False
doubleslashse-claude-marketplace,claudemarketplaces,plugins,L1,0.8282,0.0003,0.0001,0.0001,0.0086,2932,False
williavs-charm-dev-skill-marketplace,claudemarketplaces,plugins,L0,0.9963,0.0004,0.0004,0.0003,0.0011,1729,False
mh4gf-shared-config,claudemarketplaces,plugins,L0,0.9632,0.0004,0.0009,0.0008,0.0005,3756,False
million-views-skills,claudemarketplaces,plugins,L0,0.9925,0.0004,0.0005,0.0002,0.0010,1404,False
propstreet-claude-powerpack,claudemarketplaces,plugins,L1,0.9845,0.0003,0.0004,0.0008,0.1519,8192,False
laris-co-nat-agents-core,claudemarketplaces,plugins,L1,0.9864,0.0004,0.0011,0.0004,0.0125,2876,False
jamsajones-claude-squad,claudemarketplaces,plugins,L1,0.9443,0.0005,0.0004,0.0009,0.0096,7191,False
pluginagentmarketplace-custom-plugin-php,claudemarketplaces,plugins,L1,0.9981,0.0003,0.0003,0.0004,0.0021,7611,False
ccam80-thesis-writer,claudemarketplaces,plugins,L1,0.9991,0.0002,0.0001,0.0003,0.1856,3320,False
huntsyea-product-skills,claudemarketplaces,plugins,L1,0.9961,0.0004,0.0004,0.0002,0.0031,6834,False
citadelgrad-scott-cc,claudemarketplaces,plugins,L1,0.9761,0.0002,0.0001,0.0007,0.0597,5992,False
wayne930242-team-toon-tack,claudemarketplaces,plugins,L1,0.9979,0.0001,0.0003,0.0030,0.0921,8192,False
andvl1-claude-plugin,claudemarketplaces,plugins,L1,0.9905,0.0002,0.0001,0.0002,0.0186,4609,False
dbmcco-tmux-beads-loops,claudemarketplaces,plugins,L1,0.9603,0.0002,0.0014,0.0033,0.0211,5756,False
pluginagentmarketplace-custom-plugin-cloudflare,claudemarketplaces,plugins,L1,0.9994,0.0002,0.0001,0.0004,0.0054,7394,False
alexeldeib-clode,claudemarketplaces,plugins,L1,0.9971,0.0003,0.0008,0.0014,0.0086,1194,False
sejas-ai-code-skills,claudemarketplaces,plugins,L1,0.9783,0.0002,0.0001,0.0005,0.0009,2295,False
rhavekost-author-toolkit,claudemarketplaces,plugins,L1,0.9982,0.0003,0.0005,0.0001,0.0560,3010,False
gannonh-kata-marketplace,claudemarketplaces,plugins,L1,0.9978,0.0010,0.0001,0.0001,0.7764,425,False
tontoko-fast-playwright-skill,claudemarketplaces,plugins,L1,0.9894,0.0001,0.0001,0.0022,0.3552,3724,False
alexhholmes-skills,claudemarketplaces,plugins,L0,0.8821,0.0006,0.0016,0.0013,0.0014,13,False
sjawhar-pivot,claudemarketplaces,plugins,L1,0.9576,0.0003,0.0010,0.0009,0.0012,6261,False
pc035860-skill-output-style-to-plugin,claudemarketplaces,plugins,L1,0.9921,0.0002,0.0002,0.0003,0.0097,2953,False
dunc4nj-entropy-plugins,claudemarketplaces,plugins,L2,0.9737,0.0009,0.0013,0.0138,0.5186,3663,False
kalyanikhandare29-agent-skills-for-context-engineering,claudemarketplaces,plugins,L3,0.9994,0.0193,0.9981,0.0123,0.7521,4812,False
vinothpandian-v-marketplace,claudemarketplaces,plugins,L1,0.9935,0.0011,0.0000,0.0004,0.1340,1407,False
pluginagentmarketplace-custom-plugin-cyber-security,claudemarketplaces,plugins,L1,0.9939,0.0011,0.0008,0.0004,0.0022,6780,False
slowth-kim-slowth-agents,claudemarketplaces,plugins,L1,0.9939,0.0003,0.0001,0.0001,0.0253,1707,False
michelabboud-claude-code,claudemarketplaces,plugins,L0,0.9174,0.0002,0.0004,0.0002,0.0023,2654,False
etdofresh-claude-marketplace,claudemarketplaces,plugins,L1,0.9963,0.0007,0.0003,0.0012,0.0376,44,False
kanopi-claude-toolbox,claudemarketplaces,plugins,L1,0.9748,0.0003,0.0004,0.0002,0.0217,4661,False
15195999826-lomomarketplace,claudemarketplaces,plugins,L1,0.9907,0.0003,0.0003,0.0009,0.1747,3555,False
thepushkarp-cc-codex-plugin,claudemarketplaces,plugins,L2,0.9678,0.0012,0.0095,0.0043,0.1132,3580,False
dhughes-claude-marketplace,claudemarketplaces,plugins,L1,0.9954,0.0001,0.0002,0.0005,0.0834,4645,False
asynkron-asynkron.githubclix,claudemarketplaces,plugins,L0,0.9505,0.0003,0.0003,0.0002,0.0012,110,False
martin-janci-claude-marketplace,claudemarketplaces,plugins,L1,0.9889,0.0002,0.0001,0.0005,0.8844,1137,False
saaip7-ipdev-mobileapps-skill,claudemarketplaces,plugins,L0,0.9913,0.0003,0.0003,0.0005,0.0005,2101,False
pluginagentmarketplace-custom-plugin-blockchain,claudemarketplaces,plugins,L1,0.9991,0.0005,0.0002,0.0005,0.0055,7289,False
diegopherlt-dotclaudefiles,claudemarketplaces,plugins,L2,0.9966,0.0012,0.0145,0.0168,0.4024,1446,False
cyberbloke9-pmp-gywd,claudemarketplaces,plugins,L1,0.9826,0.0004,0.0006,0.0009,0.0162,8192,False
panguin6010-daisy-mode-plugin,claudemarketplaces,plugins,L2,0.9723,0.0006,0.0026,0.0038,0.0790,2878,False
nathanonn-claude-skills-wp-abilities-api,claudemarketplaces,plugins,L0,0.9931,0.0003,0.0003,0.0004,0.0019,4180,False
thecarlo-carlo-marketplace,claudemarketplaces,plugins,L1,0.9983,0.0001,0.0001,0.0002,0.0039,1759,False
rahulkeerthi-expo-toolkit,claudemarketplaces,plugins,L1,0.9888,0.0002,0.0001,0.0007,0.0025,6821,False
oskar-dragon-claude-code,claudemarketplaces,plugins,L1,0.9966,0.0001,0.0003,0.0008,0.1027,2359,False
nbarthel-claudy,claudemarketplaces,plugins,L1,0.9816,0.0001,0.0004,0.0005,0.0124,7491,False
hiragram-claude-code-plugins,claudemarketplaces,plugins,L1,0.9329,0.0004,0.0003,0.0016,0.0021,3016,False
jackscammell-parliament-of-chaos,claudemarketplaces,plugins,L1,0.9937,0.0012,0.0011,0.0006,0.0143,8192,False
ohadrubin-skills,claudemarketplaces,plugins,L1,0.9933,0.0001,0.0006,0.0004,0.0043,2057,False
codehakase-shelby-skills,claudemarketplaces,plugins,L1,0.9210,0.0003,0.0005,0.0099,0.4554,2011,False
moshpitcodes-moshpitcodes.wsl,claudemarketplaces,plugins,L0,0.9975,0.0005,0.0005,0.0021,0.0005,63,False
zorrocheng-mc-obsidian-vault-manager-plugin,claudemarketplaces,plugins,L1,0.9548,0.0005,0.0002,0.0011,0.5092,8192,False
rhuss-cc-rhuss-marketplace,claudemarketplaces,plugins,L1,0.9985,0.0002,0.0001,0.0001,0.0369,4679,False
krhrtky-agents,claudemarketplaces,plugins,L1,0.9955,0.0006,0.0002,0.0020,0.5921,6541,False
mrstroz-claude-code-plugins,claudemarketplaces,plugins,L0,0.9667,0.0004,0.0002,0.0006,0.0005,2874,False
lordjiggy-claude-code-marketplace,claudemarketplaces,plugins,L3,0.9988,0.0049,0.9918,0.0026,0.4564,4765,False
johanspannare-awesome-claude-extensions,claudemarketplaces,plugins,L1,0.9939,0.0003,0.0002,0.0001,0.0088,7797,False
peerasak-u-peerasak-claude-marketplace,claudemarketplaces,plugins,L1,0.9902,0.0001,0.0001,0.0003,0.0277,888,False
adawalli-claude-plugins,claudemarketplaces,plugins,L1,0.9904,0.0002,0.0001,0.0005,0.1799,3639,False
yamz8-open-ceo,claudemarketplaces,plugins,L1,0.9981,0.0004,0.0002,0.0004,0.2060,8192,False
jls42-leapmultix,claudemarketplaces,plugins,L0,0.9932,0.0019,0.0008,0.0007,0.0031,8192,False
lionfire-core,claudemarketplaces,plugins,L1,0.9129,0.0002,0.0004,0.0004,0.0047,8192,False
ibutters-claudecodeplugins,claudemarketplaces,plugins,L1,0.9975,0.0004,0.0009,0.0009,0.0023,1558,False
okeysir198-p20251122-claude-skills,claudemarketplaces,plugins,L0,0.9995,0.0005,0.0009,0.0006,0.0004,7662,False
geored-sre-skill,claudemarketplaces,plugins,L0,0.9996,0.0017,0.0008,0.0010,0.0007,8192,False
dkmaker-my-claude-plugins,claudemarketplaces,plugins,L1,0.9951,0.0001,0.0001,0.0006,0.0423,7667,False
lorainwings-oss-uploader-skills,claudemarketplaces,plugins,L1,0.9791,0.0001,0.0001,0.0009,0.0043,2982,False
avovello-cc-plugins,claudemarketplaces,plugins,L1,0.9962,0.0003,0.0003,0.0002,0.0097,6148,False
dakesan-hiro-favorite-skills,claudemarketplaces,plugins,L1,0.9873,0.0001,0.0005,0.0003,0.0038,5454,False
halans-cc-marketplace-boilerplate,claudemarketplaces,plugins,L1,0.9456,0.0006,0.0002,0.0008,0.0130,7051,False
nthplusio-functional-claude,claudemarketplaces,plugins,L1,0.9979,0.0004,0.0004,0.0009,0.0046,7373,False
heysamtexas-claude-code-config,claudemarketplaces,plugins,L1,0.9441,0.0005,0.0014,0.0011,0.0379,8192,False
betamatt-claude-plugins,claudemarketplaces,plugins,L1,0.7554,0.0002,0.0005,0.0006,0.0076,49,False
b17z-sage,claudemarketplaces,plugins,L1,0.9883,0.0003,0.0003,0.0021,0.0106,5890,False
anouar1991-binarypetsclaude,claudemarketplaces,plugins,L1,0.9973,0.0003,0.0001,0.0005,0.7420,1843,False
tolo-coding-agent-toolkit,claudemarketplaces,plugins,L1,0.9943,0.0002,0.0004,0.0002,0.0044,8192,False
jagreehal-jagreehal-claude-skills,claudemarketplaces,plugins,L1,0.9984,0.0003,0.0002,0.0005,0.0109,8192,False
lepinkainen-skills,claudemarketplaces,plugins,L0,0.5671,0.0007,0.0020,0.0006,0.0026,24,False
bartolli-codanna-plugins,claudemarketplaces,plugins,L1,0.9989,0.0005,0.0006,0.0008,0.0024,550,False
kenkenmain-ken-cc-plugins,claudemarketplaces,plugins,L1,0.9967,0.0009,0.0007,0.0002,0.0153,6538,False
asermax-claude-plugins,claudemarketplaces,plugins,L1,0.9933,0.0001,0.0000,0.0010,0.0166,1957,False
aglabo-deckrd,claudemarketplaces,plugins,L1,0.9220,0.0002,0.0004,0.0005,0.0005,6566,False
delorenj-dummies-book-creative-team,claudemarketplaces,plugins,L1,0.9993,0.0001,0.0001,0.0003,0.0238,3681,False
hombee-claude-plugins,claudemarketplaces,plugins,L1,0.9836,0.0009,0.0001,0.0001,0.3831,1068,False
majjoha-nvim-context,claudemarketplaces,plugins,L1,0.9594,0.0003,0.0005,0.0034,0.0284,3368,False
nickth3man-claude_market,claudemarketplaces,plugins,L1,0.7499,0.0003,0.0001,0.0005,0.0024,4394,False
kltng-humanities-skills,claudemarketplaces,plugins,L1,0.9991,0.0003,0.0002,0.0009,0.8372,3513,False
shaneholloman-beads,claudemarketplaces,plugins,L3,0.9946,0.0106,0.9806,0.0095,0.8967,4349,False
p47phoenix-claude-plugins,claudemarketplaces,plugins,L1,0.9977,0.0002,0.0002,0.0001,0.0226,5480,False
rawe-claude-agent-orchestrator,claudemarketplaces,plugins,L1,0.7537,0.0002,0.0014,0.0011,0.0056,6009,False
telecomsxchangeapi-destinations-api-claude-plugin,claudemarketplaces,plugins,L1,0.9894,0.0003,0.0001,0.0009,0.8799,8192,False
borkweb-bork-ai,claudemarketplaces,plugins,L1,0.9990,0.0004,0.0002,0.0004,0.0274,1084,False
nanasess-eccube-dev-agents,claudemarketplaces,plugins,L1,0.9943,0.0002,0.0002,0.0005,0.0041,1796,False
zephyrdeng-cc-plugins,claudemarketplaces,plugins,L1,0.9851,0.0003,0.0005,0.0010,0.0311,1714,False
bbrowning-bbrowning-claude-marketplace,claudemarketplaces,plugins,L1,0.9956,0.0001,0.0001,0.0002,0.0140,4878,False
jschulte-claude-plugins,claudemarketplaces,plugins,L1,0.9994,0.0004,0.0003,0.0003,0.5033,2996,False
aldoborrero-nix-search,claudemarketplaces,plugins,L0,0.9950,0.0002,0.0002,0.0008,0.0147,3754,False
cadrianmae-claude-marketplace,claudemarketplaces,plugins,L1,0.9977,0.0001,0.0001,0.0005,0.0070,7057,False
hmps-claude-marketplace,claudemarketplaces,plugins,L1,0.9971,0.0006,0.0001,0.0007,0.8456,1519,False
kfly8-claude-plugins,claudemarketplaces,plugins,L1,0.6632,0.0002,0.0001,0.0002,0.0081,263,False
ralphbean-claude-code-plugins,claudemarketplaces,plugins,L1,0.9968,0.0002,0.0001,0.0003,0.3239,2531,False
vvelikodny-velikodnys-claude-code,claudemarketplaces,plugins,L1,0.9991,0.0004,0.0002,0.0010,0.2900,1558,False
inchan-claude-plugins,claudemarketplaces,plugins,L1,0.9839,0.0005,0.0005,0.0008,0.0408,3392,False
dimagi-dimagi-claude-workflows,claudemarketplaces,plugins,L1,0.9914,0.0003,0.0001,0.0001,0.0530,2205,False
otoshek-claude-code-toolkit,claudemarketplaces,plugins,L1,0.9992,0.0005,0.0005,0.0007,0.0015,575,False
hikaruegashira-agent-skills,claudemarketplaces,plugins,L1,0.9990,0.0002,0.0002,0.0003,0.0892,461,False
slamb2k-devsolo,claudemarketplaces,plugins,L1,0.7908,0.0003,0.0003,0.0034,0.0139,8192,False
avaloki108-claude-flow----web3,claudemarketplaces,plugins,L1,0.9821,0.0011,0.0063,0.0028,0.0380,8192,False
x-rush-claude-code-autopilot,claudemarketplaces,plugins,L2,0.9828,0.0121,0.0701,0.0150,0.8276,8192,False
timbuchinger-loadout,claudemarketplaces,plugins,L2,0.5854,0.0005,0.0035,0.0090,0.0228,4678,False
dnvriend-kokoro-tts-tool,claudemarketplaces,plugins,L1,0.9928,0.0003,0.0005,0.0001,0.1029,8192,False
hermeticormus-floraheritage,claudemarketplaces,plugins,L0,0.9983,0.0005,0.0002,0.0004,0.0008,650,False
agentic-dev-io-mcp-code-execution,claudemarketplaces,plugins,L2,0.9825,0.0029,0.0322,0.0144,0.7689,8192,False
ihistand-claude-plugins,claudemarketplaces,plugins,L1,0.9961,0.0002,0.0001,0.0003,0.0027,4797,False
schovi-claude-schovi,claudemarketplaces,plugins,L1,0.9334,0.0007,0.0001,0.0012,0.5453,8192,False
magland-neurosift-mcps,claudemarketplaces,plugins,L1,0.9987,0.0001,0.0001,0.0003,0.6006,673,False
terrylica-claude-code-skills-github-issues,claudemarketplaces,plugins,L1,0.9812,0.0003,0.0002,0.0008,0.0054,8192,False
mjrskiles-vibe-hacker,claudemarketplaces,plugins,L1,0.9942,0.0001,0.0001,0.0002,0.0036,3895,False
syfyufei-llm-research-marketplace,claudemarketplaces,plugins,L1,0.9985,0.0002,0.0002,0.0003,0.0225,8192,False
jawhnycooke-claude-code-anime-mj,claudemarketplaces,plugins,L1,0.9864,0.0003,0.0002,0.0005,0.0112,8030,False
sceleratis-claude-code-stuff,claudemarketplaces,plugins,L1,0.9801,0.0002,0.0001,0.0002,0.0530,3922,False
kuse-ai-kuse-skills,claudemarketplaces,plugins,L1,0.6384,0.0001,0.0002,0.0002,0.0010,5176,False
maxghenis-claude-plugins,claudemarketplaces,plugins,L1,0.9971,0.0001,0.0001,0.0001,0.1332,2184,False
signalcompose-ypm,claudemarketplaces,plugins,L1,0.9944,0.0011,0.0003,0.0028,0.0053,6453,False
notmyself-claude-dotnet-marketplace,claudemarketplaces,plugins,L1,0.9961,0.0002,0.0001,0.0002,0.3752,2237,False
hubvue-fe-analysis-skills,claudemarketplaces,plugins,L0,0.9963,0.0002,0.0003,0.0003,0.0002,55,False
teetsh-org-claude-skills,claudemarketplaces,plugins,L1,0.8947,0.0004,0.0002,0.0003,0.0226,1935,False
caiomioto2-superclaude_marketplaceplugin,claudemarketplaces,plugins,L1,0.9891,0.0005,0.0003,0.0006,0.5023,4716,False
zeff01-zeff-claude-setup,claudemarketplaces,plugins,L1,0.9972,0.0003,0.0006,0.0007,0.0799,8192,False
disruptica-claude-plugins,claudemarketplaces,plugins,L1,0.8194,0.0005,0.0005,0.0002,0.0087,8192,False
michabbb-claude-code,claudemarketplaces,plugins,L1,0.9674,0.0002,0.0005,0.0019,0.0075,2384,False
0xbigboss-linear-cli,claudemarketplaces,plugins,L1,0.9937,0.0002,0.0001,0.0038,0.0081,8192,False
hmaurus-masterclaude,claudemarketplaces,plugins,L1,0.9988,0.0003,0.0000,0.0002,0.2119,1712,False
furiosa-ai-agent_skills,claudemarketplaces,plugins,L1,0.9976,0.0001,0.0002,0.0002,0.0073,8192,False
sabhyac26-claude-intent,claudemarketplaces,plugins,L1,0.9988,0.0004,0.0006,0.0016,0.0019,4119,False
xbklairith-kisune,claudemarketplaces,plugins,L1,0.9972,0.0004,0.0004,0.0005,0.0175,3731,False
killerapp-mem8-plugin,claudemarketplaces,plugins,L1,0.9973,0.0002,0.0002,0.0013,0.0044,5244,False
aaronwald-dlawskillz,claudemarketplaces,plugins,L1,0.9926,0.0003,0.0006,0.0002,0.0056,3458,False
jmazzahacks-byteforge-claude-skills,claudemarketplaces,plugins,L1,0.9942,0.0001,0.0003,0.0006,0.0016,8192,False
him0-him0-claude-marketplace,claudemarketplaces,plugins,L1,0.9998,0.0009,0.0003,0.0006,0.7713,226,False
patrick-motard-claude-plugins-public,claudemarketplaces,plugins,L1,0.9823,0.0003,0.0005,0.0002,0.0114,26,False
beshkenadze-claude-skills-marketplace,claudemarketplaces,plugins,L0,0.9598,0.0006,0.0002,0.0003,0.0008,4402,False
nathanonn-claude-skills-ai-elements,claudemarketplaces,plugins,L0,0.9841,0.0004,0.0004,0.0004,0.0010,3724,False
rjroy-adventure-engine-corvran,claudemarketplaces,plugins,L1,0.9938,0.0005,0.0004,0.0015,0.0100,3988,False
pluginagentmarketplace-custom-plugin-typescript,claudemarketplaces,plugins,L1,0.9980,0.0002,0.0001,0.0001,0.0028,7434,False
stickystyle-claude-skills,claudemarketplaces,plugins,L1,0.9866,0.0003,0.0002,0.0004,0.0253,1373,False
racurry-neat-little-package,claudemarketplaces,plugins,L1,0.9971,0.0021,0.0005,0.0003,0.3213,999,False
get2knowio-maverick,claudemarketplaces,plugins,L1,0.9248,0.0010,0.0007,0.0064,0.0386,8192,False
nibzard-steel-marketplace,claudemarketplaces,plugins,L1,0.9993,0.0005,0.0005,0.0006,0.0019,541,False
evgenygurin-claude-mem0-project-memory,claudemarketplaces,plugins,L1,0.9945,0.0002,0.0001,0.0032,0.0161,8192,False
finstreet-fe-claude-plugins,claudemarketplaces,plugins,L0,0.7373,0.0002,0.0001,0.0002,0.0097,1699,False
chrisvaillancourt-beads-skill,claudemarketplaces,plugins,L1,0.9964,0.0002,0.0002,0.0010,0.0141,5285,False
dio0550-d-market,claudemarketplaces,plugins,L1,0.9935,0.0002,0.0003,0.0006,0.0446,6977,False
hermeticormus-floreserlife,claudemarketplaces,plugins,L1,0.9917,0.0006,0.0002,0.0017,0.0226,3767,False
jlaswell-claude-community-marketplace,claudemarketplaces,plugins,L1,0.9946,0.0002,0.0000,0.0001,0.4556,1275,False
dpup-prefab,claudemarketplaces,plugins,L0,0.5256,0.0010,0.0003,0.0031,0.0035,8192,False
ajanraj-claude-lsp-plugins,claudemarketplaces,plugins,L1,0.9570,0.0001,0.0002,0.0001,0.0072,2603,False
bikach-claude-plugins,claudemarketplaces,plugins,L1,0.9885,0.0002,0.0001,0.0003,0.0572,1188,False
open-horizon-labs-oh-mcp-server,claudemarketplaces,plugins,L1,0.9995,0.0002,0.0002,0.0007,0.1160,8192,False
pluginagentmarketplace-custom-plugin-kubernetes,claudemarketplaces,plugins,L1,0.9900,0.0003,0.0008,0.0008,0.0037,7411,False
freshwaterbruce2-vibetech,claudemarketplaces,plugins,L1,0.7369,0.0002,0.0005,0.0006,0.0111,3693,False
tylerlaprade-basedpyright-lsp,claudemarketplaces,plugins,L0,0.9944,0.0003,0.0006,0.0005,0.0026,551,False
rawe-claude-dev-skills,claudemarketplaces,plugins,L1,0.9959,0.0004,0.0001,0.0001,0.1096,1970,False
hermeticormus-hermetic-academy,claudemarketplaces,plugins,L0,0.9990,0.0007,0.0002,0.0014,0.0020,6135,False
yallup-claude-skills,claudemarketplaces,plugins,L1,0.9891,0.0001,0.0003,0.0001,0.0067,1348,False
royisme-agent-skills,claudemarketplaces,plugins,L1,0.9950,0.0001,0.0001,0.0004,0.0336,8192,False
simonlee2-claude-plugins,claudemarketplaces,plugins,L1,0.9786,0.0000,0.0002,0.0007,0.0068,5228,False
netsirius-tutor-plugin,claudemarketplaces,plugins,L1,0.8545,0.0003,0.0006,0.0003,0.0143,8192,False
superscript-scrip,claudemarketplaces,plugins,L2,0.6855,0.0002,0.0017,0.0032,0.0134,4535,False
usmanali4073-stylemate-plugins,claudemarketplaces,plugins,L1,0.9964,0.0002,0.0003,0.0001,0.0316,8192,False
ponderingbgi-ralph-loop-pp,claudemarketplaces,plugins,L1,0.9956,0.0003,0.0002,0.0007,0.0065,7117,False
allen-hsu-agent-arsenal,claudemarketplaces,plugins,L1,0.9992,0.0002,0.0004,0.0004,0.1084,4340,False
xkelxmc-claude-code-agents,claudemarketplaces,plugins,L1,0.9920,0.0001,0.0003,0.0006,0.0055,3955,False
