slug,source,substrate,severity,severity_prob,prompt_injection_prob,malicious_code_prob,secret_exposure_prob,untrusted_fetch_prob,content_len,defender_positive
wayne930242/Reflexive-Claude-Code,github_plugins,plugins,L1,0.9996,0.0003,0.0001,0.0002,0.0048,8192,False
moshehbenavraham/apex-spec-system,github_plugins,plugins,L1,0.9991,0.0002,0.0003,0.0006,0.0037,8192,False
maigentic/stratarts,github_plugins,plugins,L1,0.9992,0.0002,0.0005,0.0002,0.0069,7041,False
AppsVortex/arness,github_plugins,plugins,L1,0.9987,0.0003,0.0004,0.0002,0.0086,7305,False
FlineDev/TandemKit,github_plugins,plugins,L1,0.9906,0.0003,0.0007,0.0006,0.0494,8192,False
robertsfeir/atelier-pipeline,github_plugins,plugins,L1,0.9835,0.0014,0.0009,0.0016,0.0226,8192,False
howardpen9/cc-inspect,github_plugins,plugins,L1,0.9810,0.0005,0.0026,0.0014,0.0128,3056,False
Roberdan/convergio-community,github_plugins,plugins,L1,0.9965,0.0016,0.0071,0.0042,0.0280,8192,False
heurema/signum,github_plugins,plugins,L1,0.9942,0.0005,0.0004,0.0007,0.0066,8192,False
allsmog/vuln-scout,github_plugins,plugins,L1,0.9753,0.0015,0.0041,0.0015,0.0271,8192,False
kojott/claude-docu-optimizer,github_plugins,plugins,L1,0.9841,0.0003,0.0001,0.0002,0.0164,3045,False
damusix/ai-tools,github_plugins,plugins,L1,0.7688,0.0002,0.0007,0.0024,0.0397,3967,False
zircote/lsp-marketplace,github_plugins,plugins,L1,0.9359,0.0002,0.0007,0.0004,0.0773,5931,False
shahtuyakov/claude-setup,github_plugins,plugins,L1,0.9716,0.0006,0.0004,0.0037,0.0084,6443,False
Sakaax/ux-pilot,github_plugins,plugins,L1,0.9976,0.0004,0.0007,0.0004,0.0283,8192,False
berrzebb/consensus-loop,github_plugins,plugins,L1,0.9966,0.0001,0.0004,0.0005,0.0169,8192,False
Myr-Aya/GouvernAI-claude-code-plugin,github_plugins,plugins,L0,0.9401,0.0148,0.0338,0.0031,0.0055,8192,False
ovr/vibecoder-connector,github_plugins,plugins,L1,0.9918,0.0013,0.0004,0.0007,0.0050,5620,False
Sangkwun/sandy,github_plugins,plugins,L1,0.9117,0.0003,0.0006,0.0012,0.0151,5527,False
Madhan230205/token-reducer,github_plugins,plugins,L1,0.9939,0.0004,0.0007,0.0004,0.0025,8192,False
artmerenfeld/coding-asmr,github_plugins,plugins,L2,0.9358,0.0090,0.0047,0.0100,0.0615,3537,False
cathy-kim/skill-semver,github_plugins,plugins,L1,0.9625,0.0002,0.0001,0.0007,0.0025,4826,False
suxrobGM/jobpilot,github_plugins,plugins,L1,0.8447,0.0004,0.0002,0.0025,0.8019,3930,False
carolinacherry/claude-certified-architect,github_plugins,plugins,L0,0.9984,0.0012,0.0010,0.0007,0.0014,3132,False
cjsimon2/Divi5-ToolKit,github_plugins,plugins,L1,0.9935,0.0004,0.0001,0.0007,0.0516,8192,False
Axect/magi-researchers,github_plugins,plugins,L1,0.9988,0.0004,0.0005,0.0003,0.0442,8192,False
Lulzx/ubrowser,github_plugins,plugins,L2,0.9978,0.0016,0.0048,0.0223,0.8518,8192,False
davidleitw/xreview,github_plugins,plugins,L3,0.9669,0.0088,0.9556,0.0025,0.9731,8192,False
yaniv-golan/pretext-skill,github_plugins,plugins,L1,0.7999,0.0005,0.0004,0.0003,0.0107,5745,False
pcatattacks/solopreneur-plugin,github_plugins,plugins,L1,0.9980,0.0001,0.0004,0.0003,0.0157,8192,False
chrisallenlane/claude-swe-workflows,github_plugins,plugins,L1,0.9868,0.0002,0.0002,0.0004,0.0118,8192,False
raphaelchristi/harness-evolver,github_plugins,plugins,L2,0.9036,0.0018,0.0038,0.0027,0.2778,7755,False
cyijun/agent-smith,github_plugins,plugins,L1,0.8883,0.0004,0.0027,0.0012,0.0028,8064,False
GabrielBarberini/laconic,github_plugins,plugins,L0,0.9643,0.0011,0.0007,0.0005,0.0006,4752,False
Z-M-Huang/golden-CLAUDE.md,github_plugins,plugins,L0,0.9639,0.0004,0.0002,0.0005,0.0011,60,False
clomia/claude-automata,github_plugins,plugins,L1,0.9942,0.0004,0.0002,0.0001,0.2026,998,False
siddharthkandan/universal-remote-control,github_plugins,plugins,L2,0.9891,0.0041,0.0242,0.0206,0.5451,8192,False
johnzfitch/claude-wiki,github_plugins,plugins,L1,0.8692,0.0003,0.0037,0.0004,0.8847,4623,False
mnvsk97/eyeroll,github_plugins,plugins,L2,0.7992,0.0005,0.0003,0.0050,0.7094,6888,False
brsbl/ottonomous,github_plugins,plugins,L1,0.9987,0.0003,0.0001,0.0012,0.0142,7635,False
sohaibt/product-mode,github_plugins,plugins,L1,0.7197,0.0007,0.0251,0.0008,0.9609,4344,False
0xmariowu/Autosearch,github_plugins,plugins,L1,0.9940,0.0007,0.0004,0.0002,0.7662,8192,False
d-oit/gemini-search-plugin,github_plugins,plugins,L2,0.9980,0.0012,0.0012,0.0404,0.9617,7258,False
Chocolatine75/haunt,github_plugins,plugins,L1,0.7346,0.0015,0.0032,0.0009,0.0067,6494,False
d3x293/code-crew,github_plugins,plugins,L1,0.9681,0.0017,0.0032,0.0009,0.0832,8192,False
serbanghita/claude-code-plan-critique,github_plugins,plugins,L1,0.8547,0.0002,0.0007,0.0014,0.0020,3702,False
jonathanmr22/pact,github_plugins,plugins,L2,0.9439,0.0040,0.0319,0.0036,0.1625,8192,False
wazionapps/nexo,github_plugins,plugins,L2,0.9967,0.0017,0.0160,0.0124,0.5881,8192,False
heathdutton/claude-d2-diagrams,github_plugins,plugins,L1,0.9947,0.0001,0.0002,0.0006,0.0042,3283,False
motherduckdb/agent-skills,github_plugins,plugins,L1,0.9251,0.0002,0.0005,0.0002,0.0067,8192,False
kojott/claude-replan,github_plugins,plugins,L1,0.9977,0.0005,0.0003,0.0003,0.0463,7757,False
NodeNestor/claude-rolling-context,github_plugins,plugins,L2,0.8796,0.0034,0.0168,0.0103,0.3686,8192,False
KtKID/x-dev-pipeline,github_plugins,plugins,L3,0.9845,0.0077,0.9535,0.0030,0.8197,8192,False
DojoCodingLabs/code-sensei,github_plugins,plugins,L1,0.9891,0.0004,0.0002,0.0015,0.0051,8192,False
panaversity/agentfactory-business-plugins,github_plugins,plugins,L1,0.9869,0.0002,0.0001,0.0002,0.0026,8192,False
kanaerulabs/growth-kit,github_plugins,plugins,L1,0.9955,0.0006,0.0011,0.0043,0.1528,8192,False
michael-harris/devteam,github_plugins,plugins,L2,0.7892,0.0018,0.0037,0.0017,0.0363,8192,False
johnkozaris/jko-claude-plugins,github_plugins,plugins,L1,0.9157,0.0001,0.0002,0.0001,0.0072,8192,False
h315uk3/symbiosis,github_plugins,plugins,L1,0.9974,0.0004,0.0002,0.0003,0.0118,7743,False
ferdinandobons/diagram-creator-skill,github_plugins,plugins,L1,0.9912,0.0001,0.0002,0.0004,0.0027,7192,False
ducpm2303/claude-java-plugins,github_plugins,plugins,L1,0.9930,0.0001,0.0007,0.0004,0.0099,8192,False
Langerrr/zforge,github_plugins,plugins,L1,0.9942,0.0002,0.0001,0.0001,0.0040,3223,False
primeline-ai/claude-adaptive-research,github_plugins,plugins,L1,0.9390,0.0007,0.0006,0.0013,0.6691,8192,False
TobiasBlask/open-paper-machine,github_plugins,plugins,L1,0.9287,0.0007,0.0003,0.0010,0.2877,8192,False
bendrucker/claude,github_plugins,plugins,L1,0.9895,0.0003,0.0001,0.0004,0.0124,1454,False
AdrianV101/obsidian-pkm-plugin,github_plugins,plugins,L1,0.9931,0.0003,0.0001,0.0004,0.0036,8192,False
shyuan/writing-humanizer,github_plugins,plugins,L1,0.9982,0.0010,0.0005,0.0002,0.0159,3401,False
Yassinello/claude-plugin-prd-workflow,github_plugins,plugins,L1,0.9974,0.0007,0.0006,0.0006,0.0162,8192,False
Playgama/bridge-claude-plugins,github_plugins,plugins,L1,0.9921,0.0005,0.0004,0.0001,0.0187,1006,False
ww-w-ai/cc-token-saver,github_plugins,plugins,L2,0.7709,0.0039,0.0300,0.0022,0.0826,8192,False
ishwarjha/lumen-product-management,github_plugins,plugins,L3,0.9890,0.0130,0.9843,0.0050,0.9249,8192,False
Intai/story-flow,github_plugins,plugins,L1,0.9747,0.0002,0.0002,0.0009,0.0031,6234,False
shinpr/rashomon,github_plugins,plugins,L1,0.8180,0.0104,0.0029,0.0031,0.0273,8192,False
ralfstrobel/agentic-brownfield-coding,github_plugins,plugins,L1,0.9784,0.0002,0.0002,0.0008,0.0308,5449,False
phj128/autoworker,github_plugins,plugins,L1,0.9962,0.0002,0.0002,0.0005,0.0021,8192,False
cylestio/agent-inspector,github_plugins,plugins,L1,0.7781,0.0013,0.0014,0.0007,0.0546,6375,False
xbim08/awesome-claude-code-plugins,github_plugins,plugins,L3,0.9987,0.0090,0.9966,0.0046,0.7424,4613,False
usewire/wire-memory,github_plugins,plugins,L1,0.9807,0.0001,0.0002,0.0011,0.0063,8192,False
artgas1/infostyle-skill,github_plugins,plugins,L1,0.9917,0.0003,0.0009,0.0046,0.0183,6130,False
Byunk/minimal-claude-code,github_plugins,plugins,L1,0.9977,0.0002,0.0002,0.0006,0.0885,3141,False
afhverjuekki/claude-code-aristotle-plugin,github_plugins,plugins,L1,0.9975,0.0004,0.0002,0.0003,0.1914,6821,False
SeongwoongCho/adaptive-harness,github_plugins,plugins,L1,0.9871,0.0007,0.0002,0.0006,0.0185,8192,False
agentweave/cortex,github_plugins,plugins,L1,0.9905,0.0007,0.0001,0.0043,0.0354,8192,False
costajohnt/oss-autopilot,github_plugins,plugins,L1,0.9942,0.0005,0.0002,0.0004,0.2099,8192,False
stone16/harness-engineering-skills,github_plugins,plugins,L1,0.9985,0.0004,0.0003,0.0001,0.0053,8192,False
PabloLION/bmad-plugin,github_plugins,plugins,L1,0.9972,0.0006,0.0007,0.0003,0.0716,8192,False
alibrahim/cascade,github_plugins,plugins,L1,0.9976,0.0010,0.0007,0.0012,0.0057,7111,False
galyarderlabs/galyarder-framework,github_plugins,plugins,L2,0.9595,0.0051,0.0818,0.0027,0.3586,8192,False
coalesce-labs/catalyst,github_plugins,plugins,L2,0.9360,0.0008,0.0243,0.0008,0.8877,8192,False
hugoguerrap/crypto-claude-desk,github_plugins,plugins,L2,0.9863,0.0027,0.0053,0.0103,0.7223,8192,False
Habitat-Thinking/ai-literacy-superpowers,github_plugins,plugins,L1,0.9960,0.0004,0.0004,0.0003,0.0131,8192,False
ArunJRK/audit-flow,github_plugins,plugins,L1,0.9818,0.0008,0.0011,0.0009,0.0095,8192,False
reidemeister94/development-skills,github_plugins,plugins,L1,0.9886,0.0005,0.0009,0.0001,0.0100,5075,False
GodsBoy/lossless-code,github_plugins,plugins,L1,0.9977,0.0002,0.0003,0.0004,0.0150,8192,False
redker56/auto-harness,github_plugins,plugins,L1,0.9971,0.0006,0.0002,0.0019,0.0104,8192,False
shipdeckai/image-gen,github_plugins,plugins,L1,0.9988,0.0003,0.0002,0.0007,0.0049,3956,False
bigph00t/claude-research-team,github_plugins,plugins,L1,0.9969,0.0004,0.0001,0.0007,0.5765,4522,False
aperepel/claude-mlx-tts,github_plugins,plugins,L1,0.9895,0.0018,0.0010,0.0011,0.0073,4723,False
LuciferDono/contribute,github_plugins,plugins,L1,0.9872,0.0004,0.0007,0.0005,0.0149,8192,False
iliaal/compound-engineering-plugin,github_plugins,plugins,L1,0.9920,0.0009,0.0011,0.0008,0.0611,8192,False
t1/tdder,github_plugins,plugins,L1,0.9484,0.0002,0.0005,0.0005,0.0024,4943,False
developer-overheid-nl/skills-developer-overheid-nl,github_plugins,plugins,L1,0.8840,0.0001,0.0002,0.0001,0.0122,3240,False
maximus0411/BorisChernyClaudeMarkdown,github_plugins,plugins,L3,0.9962,0.0079,0.9922,0.0035,0.7821,5365,False
developer-overheid-nl/skills-marketplace,github_plugins,plugins,L1,0.8814,0.0005,0.0004,0.0004,0.0121,5948,False
bovinphang/frontend-craft,github_plugins,plugins,L1,0.9707,0.0002,0.0004,0.0010,0.0118,8192,False
georgeguimaraes/claude-code-ghost,github_plugins,plugins,L1,0.9640,0.0001,0.0000,0.0008,0.0105,1249,False
ngvoicu/specmint-core,github_plugins,plugins,L1,0.9877,0.0006,0.0007,0.0004,0.0234,8192,False
rube-de/cc-skills,github_plugins,plugins,L1,0.9864,0.0005,0.0004,0.0003,0.0047,8192,False
SergeyKhval/claude-dnd,github_plugins,plugins,L1,0.9951,0.0002,0.0003,0.0005,0.0426,3176,False
sehoon787/my-claude,github_plugins,plugins,L2,0.5347,0.0077,0.3680,0.0032,0.8253,8192,False
cukas/claudes-ai-buddies,github_plugins,plugins,L2,0.9775,0.0034,0.0045,0.0334,0.2799,8192,False
reiver/vibefed,github_plugins,plugins,L0,0.8822,0.0003,0.0002,0.0012,0.0070,8192,False
Njengah/claude-code-tutorials,github_plugins,plugins,L0,0.9982,0.0006,0.0005,0.0004,0.0018,3737,False
lib4u/rufler,github_plugins,plugins,L2,0.9206,0.0025,0.0046,0.0130,0.0426,8192,False
elb-pr/claudikins-automatic-context-manager,github_plugins,plugins,L1,0.9974,0.0005,0.0004,0.0011,0.0020,5103,False
VdustR/cc-skill-buddy-reroll,github_plugins,plugins,L3,0.7594,0.0103,0.1625,0.0071,0.4311,1889,False
alirezarezvani/alirezarezvani,github_plugins,plugins,L0,0.9898,0.0004,0.0005,0.0009,0.0017,8192,False
kylehughes/writing-prose-like-a-human-for-agents,github_plugins,plugins,L1,0.9514,0.0004,0.0004,0.0001,0.0047,4812,False
mumudevx/claude-plugin-builder,github_plugins,plugins,L0,0.9856,0.0004,0.0002,0.0002,0.0018,2446,False
analyticalmonk/fal-ai-skill,github_plugins,plugins,L1,0.7052,0.0006,0.0065,0.0052,0.6575,2691,False
DefaultPerson/agent-setup,github_plugins,plugins,L1,0.9945,0.0002,0.0003,0.0012,0.0118,4291,False
sakebomb/mcp-recall,github_plugins,plugins,L1,0.9909,0.0005,0.0003,0.0008,0.0115,8192,False
sxhmilyoyo/sundayhao-plugins,github_plugins,plugins,L1,0.9954,0.0006,0.0002,0.0002,0.0289,1442,False
PCIRCLE-AI/memesh-llm-memory,github_plugins,plugins,L1,0.9992,0.0003,0.0006,0.0006,0.0132,8192,False
ZviBaratz/gnome-extension-reviewer,github_plugins,plugins,L1,0.8765,0.0005,0.0061,0.0010,0.0075,8192,False
zircote/sigint,github_plugins,plugins,L1,0.9990,0.0005,0.0002,0.0014,0.4647,7564,False
pilot617/awesome-claude-code-plugins,github_plugins,plugins,L1,0.9790,0.0001,0.0002,0.0003,0.0200,3200,False
yongquantan/dependency-guard,github_plugins,plugins,L1,0.6777,0.0031,0.0103,0.0103,0.0899,8192,False
proyecto26/autoresearch-ai-plugin,github_plugins,plugins,L2,0.9888,0.0037,0.0168,0.0050,0.3102,8192,False
Obsidian-Owl/specwright,github_plugins,plugins,L1,0.9994,0.0009,0.0012,0.0001,0.0066,8192,False
verkyyi/github-agent-runner,github_plugins,plugins,L1,0.9574,0.0013,0.0024,0.0027,0.8253,7705,False
zigizhujian/cc-companion,github_plugins,plugins,L1,0.9911,0.0010,0.0008,0.0006,0.0681,6385,False
HartBrook/lookagain,github_plugins,plugins,L1,0.9954,0.0005,0.0003,0.0002,0.0127,7181,False
backblaze-b2-samples/claude-skill-b2-cloud-storage,github_plugins,plugins,L1,0.9649,0.0002,0.0001,0.0139,0.0017,5374,False
d4rkNinja/infynon-cli,github_plugins,plugins,L1,0.9629,0.0005,0.0007,0.0026,0.0063,8192,False
seongjaeryu/bindly-claude-code,github_plugins,plugins,L1,0.9952,0.0002,0.0001,0.0007,0.0285,4490,False
seokan-jeong/team-shinchan,github_plugins,plugins,L2,0.8401,0.0016,0.0617,0.0014,0.3161,8192,False
LarouexNonprofitConsulting/larouex-fullstack-plugin,github_plugins,plugins,L1,0.9782,0.0004,0.0002,0.0004,0.0016,8192,False
tidymodels/skills,github_plugins,plugins,L0,0.5704,0.0002,0.0001,0.0002,0.0016,3487,False
p-poss/dj-claude,github_plugins,plugins,L1,0.9415,0.0013,0.0033,0.0025,0.0172,8192,False
fusengine/agents,github_plugins,plugins,L2,0.9696,0.0046,0.0155,0.0068,0.2974,7811,False
kimsanguine/AI_PM_Skills,github_plugins,plugins,L1,0.9936,0.0006,0.0028,0.0002,0.0150,8192,False
stevesolun/micro-skills,github_plugins,plugins,L1,0.9900,0.0002,0.0009,0.0008,0.0149,8192,False
ychampion/claude-self-learning,github_plugins,plugins,L1,0.9989,0.0004,0.0003,0.0001,0.4260,2703,False
skullninja/coco-workflow,github_plugins,plugins,L1,0.9322,0.0006,0.0007,0.0025,0.1132,8192,False
ahundt/autorun,github_plugins,plugins,L2,0.9948,0.0031,0.0205,0.0096,0.3619,8192,False
sjnims/gen-alpha-output-style,github_plugins,plugins,L0,0.9873,0.0010,0.0013,0.0006,0.0044,2499,False
jonny981/claude-tandem,github_plugins,plugins,L1,0.9989,0.0003,0.0009,0.0005,0.0059,8192,False
deepshal99/notch-so-good,github_plugins,plugins,L3,0.9971,0.0108,0.9890,0.0053,0.9348,4692,False
tsanva/cc-discord-presence,github_plugins,plugins,L1,0.9686,0.0010,0.0015,0.0020,0.0111,6787,False
enescaakir/notify,github_plugins,plugins,L1,0.9944,0.0003,0.0010,0.0019,0.0023,3202,False
littlebearapps/pitchdocs,github_plugins,plugins,L1,0.9952,0.0003,0.0001,0.0002,0.0143,8192,False
tykisgod/quick-question,github_plugins,plugins,L1,0.9940,0.0006,0.0003,0.0003,0.0103,8192,False
NotMyself/planning-system,github_plugins,plugins,L1,0.9977,0.0011,0.0007,0.0004,0.0024,3614,False
codingSamss/all-my-ai-needs,github_plugins,plugins,L1,0.5122,0.0011,0.0090,0.0098,0.3409,4586,False
HeytalePazguato/event-horizon,github_plugins,plugins,L1,0.9967,0.0006,0.0011,0.0022,0.0086,8192,False
vavasilva/ralph-planner,github_plugins,plugins,L1,0.9825,0.0005,0.0003,0.0011,0.0015,8192,False
austron24/kalshi-trader-plugin,github_plugins,plugins,L2,0.8345,0.0012,0.0008,0.0172,0.2220,5773,False
nextor2k/hyperfocus,github_plugins,plugins,L1,0.9978,0.0011,0.0003,0.0019,0.0051,8192,False
JaWaMi73/AutoDream,github_plugins,plugins,L1,0.9935,0.0002,0.0003,0.0003,0.0152,7053,False
jikig-ai/soleur,github_plugins,plugins,L1,0.9981,0.0002,0.0008,0.0002,0.0121,4747,False
enzoleonardi/claude-salesforce-skill,github_plugins,plugins,L1,0.9930,0.0006,0.0001,0.0013,0.0436,3196,False
YuriNachos/claude-scope,github_plugins,plugins,L1,0.9855,0.0001,0.0007,0.0013,0.0142,7013,False
ConaryLabs/Mira,github_plugins,plugins,L1,0.9929,0.0001,0.0001,0.0007,0.0031,5461,False
enesbasbug/voice-to-claude,github_plugins,plugins,L1,0.9936,0.0008,0.0006,0.0020,0.0059,5754,False
yaniv-golan/proof-engine,github_plugins,plugins,L2,0.9887,0.0016,0.0077,0.0029,0.8262,8192,False
RDEL-Group/compound-knowledge-work,github_plugins,plugins,L1,0.9666,0.0005,0.0005,0.0018,0.2638,8192,False
jhlee0409/all-for-claudecode,github_plugins,plugins,L2,0.9608,0.0019,0.0044,0.0136,0.0736,8192,False
urav06/dialectic,github_plugins,plugins,L1,0.9975,0.0011,0.0006,0.0002,0.0096,5444,False
ShaheerKhawaja/ProductionOS,github_plugins,plugins,L1,0.9866,0.0010,0.0012,0.0009,0.0079,8192,False
smorky850612/Aurakit,github_plugins,plugins,L3,0.9210,0.0084,0.8419,0.0030,0.8548,8192,False
bitflight-devops/hallucination-detector,github_plugins,plugins,L1,0.8421,0.0006,0.0045,0.0008,0.8722,8192,False
ash1794/vibe-engineering,github_plugins,plugins,L1,0.9976,0.0001,0.0003,0.0006,0.0076,8192,False
Anasss/qa-orchestra,github_plugins,plugins,L1,0.9962,0.0008,0.0005,0.0012,0.0125,8192,False
Stickman230/claude-pentest,github_plugins,plugins,L3,0.5529,0.0197,0.1526,0.0036,0.1328,8192,False
DheerG/swarms,github_plugins,plugins,L1,0.9832,0.0020,0.0033,0.0010,0.0250,8192,False
changzhiai/claude-code-patch,github_plugins,plugins,L2,0.9221,0.0005,0.0390,0.0029,0.2921,4526,False
AxmeAI/axme-code,github_plugins,plugins,L3,0.9752,0.0055,0.9594,0.0031,0.8959,8192,False
zircote/rust-lsp,github_plugins,plugins,L1,0.9812,0.0004,0.0016,0.0006,0.0443,8192,False
MIMI180306/claude-persistent-memory,github_plugins,plugins,L2,0.9026,0.0006,0.0041,0.0063,0.1246,8192,False
OshanKHZ/cc-swiss-knife,github_plugins,plugins,L1,0.9938,0.0004,0.0002,0.0003,0.0172,3653,False
thepushkarp/brainstorm-plan,github_plugins,plugins,L1,0.9917,0.0002,0.0001,0.0002,0.1207,1744,False
devhimanshulohani/claude-agent-manager,github_plugins,plugins,L1,0.8287,0.0004,0.0004,0.0084,0.0146,6713,False
mzored/init-deep,github_plugins,plugins,L1,0.5331,0.0003,0.0004,0.0006,0.0030,7233,False
masterleopold/anty-framework,github_plugins,plugins,L1,0.7413,0.0004,0.0015,0.0013,0.0869,8192,False
shinpr/metronome,github_plugins,plugins,L0,0.9840,0.0051,0.0083,0.0021,0.0050,2248,False
urav06/claudestrophobic,github_plugins,plugins,L0,0.8607,0.0007,0.0006,0.0013,0.0010,2447,False
yemreak/claude-cpu-guard,github_plugins,plugins,L1,0.9801,0.0015,0.0016,0.0027,0.0119,1864,False
qinnovates/quorum,github_plugins,plugins,L1,0.9888,0.0004,0.0004,0.0002,0.0035,8192,False
peerjakobsen/smartspender,github_plugins,plugins,L2,0.8967,0.0020,0.0039,0.0998,0.2662,3360,False
feiskyer/video-skills,github_plugins,plugins,L1,0.9975,0.0001,0.0001,0.0003,0.0145,2454,False
AI-Native-Systems/north-star-advisor,github_plugins,plugins,L1,0.9986,0.0002,0.0002,0.0001,0.0069,3524,False
justinjdev/fellowship,github_plugins,plugins,L1,0.9276,0.0011,0.0027,0.0019,0.0434,8192,False
sakibsadmanshajib/gemini-plugin-cc,github_plugins,plugins,L1,0.9978,0.0003,0.0001,0.0018,0.0076,8192,False
ai-screams/howl,github_plugins,plugins,L1,0.9276,0.0004,0.0004,0.0005,0.0048,8192,False
imsaif/design-with-claude,github_plugins,plugins,L1,0.9990,0.0008,0.0013,0.0002,0.0030,8192,False
ctb111/claude-agent-chatroom,github_plugins,plugins,L0,0.8942,0.0003,0.0001,0.0009,0.0017,162,False
chrismbryant/claude-journal-mcp,github_plugins,plugins,L0,0.9160,0.0002,0.0001,0.0004,0.0016,143,False
SebastianElvis/reaper,github_plugins,plugins,L1,0.9986,0.0004,0.0007,0.0001,0.3142,145,False
developer-overheid-nl/skills-standaarden,github_plugins,plugins,L1,0.9963,0.0017,0.0004,0.0002,0.0109,125,False
jeffrigby/somepulp-agents,github_plugins,plugins,L1,0.9967,0.0003,0.0001,0.0001,0.0412,134,False
qGolem/orc,github_plugins,plugins,L0,0.9910,0.0025,0.0018,0.0006,0.0008,81,False
iltempo/two-cents,github_plugins,plugins,L0,0.8986,0.0008,0.0013,0.0008,0.0065,100,False
d2a8k3u/claude-code-memory,github_plugins,plugins,L0,0.7842,0.0010,0.0003,0.0003,0.0067,151,False
GantisStorm/autonomous-coding-harness,github_plugins,plugins,L0,0.6907,0.0002,0.0002,0.0002,0.0019,114,False
VersoXBT/skill-manager,github_plugins,plugins,L0,0.9993,0.0014,0.0013,0.0009,0.0012,117,False
Lycheetah/Lycheetah-Framework,github_plugins,plugins,L1,0.9983,0.0024,0.0008,0.0005,0.0462,303,False
benmarte/autoimprove,github_plugins,plugins,L1,0.8749,0.0003,0.0003,0.0002,0.0083,52,False
asarnaout/lean-context,github_plugins,plugins,L0,0.9986,0.0003,0.0001,0.0003,0.0025,119,False
yechielby/claude-code-rtl-extension,github_plugins,plugins,L0,0.9871,0.0003,0.0001,0.0002,0.0019,127,False
samyakjain0606/awesome-stock-skills,github_plugins,plugins,L0,0.9890,0.0003,0.0001,0.0003,0.0033,125,False
zircote/human-voice,github_plugins,plugins,L0,0.9944,0.0017,0.0015,0.0005,0.0007,292,False
ben-alkov/the_swarm,github_plugins,plugins,L1,0.9967,0.0006,0.0002,0.0010,0.0661,233,False
isnl/ccs,github_plugins,plugins,L0,0.8944,0.0011,0.0019,0.0019,0.0061,22,False
celanthe/clarion,github_plugins,plugins,L0,0.9933,0.0006,0.0011,0.0012,0.0015,71,False
HelloRuru/claude-zhenhuan,github_plugins,plugins,L0,0.9942,0.0012,0.0010,0.0037,0.0016,74,False
lycfyi/community-agent-plugin,github_plugins,plugins,L1,0.9915,0.0005,0.0003,0.0006,0.1985,86,False
iampantherr/SecureContext,github_plugins,plugins,L0,0.9900,0.0009,0.0016,0.0007,0.0008,244,False
sacredvoid/presentation-chef,github_plugins,plugins,L0,0.8754,0.0003,0.0003,0.0010,0.0017,195,False
lu-zhengda/updater,github_plugins,plugins,L1,0.9740,0.0004,0.0005,0.0008,0.2522,107,False
avi1234/claude-team-plugins,github_plugins,plugins,L0,0.7849,0.0003,0.0002,0.0002,0.0013,115,False
deepakkamboj/claude-marketplace,github_plugins,plugins,L0,0.8901,0.0008,0.0001,0.0002,0.0056,106,False
kirillbrsnkv/give-claude-eyes,github_plugins,plugins,L1,0.9986,0.0005,0.0001,0.0003,0.3630,108,False
TeXmeijin/claude-code-mascot-statusline,github_plugins,plugins,L0,0.8767,0.0002,0.0008,0.0003,0.0011,218,False
Frihet-io/frihet-mcp,github_plugins,plugins,L0,0.9917,0.0005,0.0004,0.0005,0.0011,190,False
Elnora-AI/elnora-cli,github_plugins,plugins,L1,0.9949,0.0002,0.0002,0.0022,0.0057,71,False
bitcraft-apps/spec-first,github_plugins,plugins,L0,0.9982,0.0005,0.0007,0.0002,0.0003,98,False
RoninForge/budgetclaw,github_plugins,plugins,L0,0.9931,0.0003,0.0003,0.0003,0.0008,80,False
nbclaudecodegui/NetbeansClaudeCodeGui,github_plugins,plugins,L1,0.9833,0.0017,0.0011,0.0036,0.0095,106,False
marcelrgberger/pages-cli,github_plugins,plugins,L1,0.9683,0.0004,0.0001,0.0005,0.0013,184,False
rjroy/vibe-garden,github_plugins,plugins,L0,0.9700,0.0002,0.0002,0.0004,0.0009,84,False
DreamC0der-AI/pixel-snap,github_plugins,plugins,L0,0.9892,0.0005,0.0001,0.0009,0.0017,84,False
XeldarAlz/everything-claude-unity,github_plugins,plugins,L1,0.8215,0.0005,0.0003,0.0002,0.0027,172,False
plug1210/AutomationHelper_plugins,github_plugins,plugins,L1,0.6007,0.0002,0.0003,0.0003,0.0007,122,False
raulpetruta/voice-calibration-plugin,github_plugins,plugins,L0,0.9479,0.0008,0.0003,0.0004,0.0007,182,False
zircote/csharp-lsp,github_plugins,plugins,L0,0.7317,0.0006,0.0002,0.0003,0.0013,80,False
Blakeem/AI-Prompt-Guide-MCP,github_plugins,plugins,L1,0.9847,0.0002,0.0002,0.0003,0.0315,164,False
TT-Wang/forge,github_plugins,plugins,L0,0.5089,0.0002,0.0002,0.0001,0.0009,100,False
ggombee/code-forge,github_plugins,plugins,L1,0.7696,0.0004,0.0004,0.0003,0.0093,49,False
kobiton/automate,github_plugins,plugins,L1,0.5009,0.0007,0.0001,0.0007,0.0055,175,False
RazvanGabrielNiculae/picasso-claude-design-claude-code-bridge-loop,github_plugins,plugins,L0,0.9679,0.0005,0.0004,0.0002,0.0008,191,False
berk-karaal/claude-code-notification,github_plugins,plugins,L1,0.9669,0.0014,0.0055,0.0032,0.0069,97,False
GrillerGeek/idd-framework,github_plugins,plugins,L0,0.9860,0.0002,0.0004,0.0003,0.0007,152,False
mzored/superpowers-cc-to-codex,github_plugins,plugins,L0,0.9754,0.0013,0.0022,0.0012,0.0007,120,False
