slug,source,substrate,pi_probability,pi_label,content_len,defender_positive
notmyself-claude-dotnet-marketplace,claudemarketplaces,plugins,0.0000,0,2237,False
hubvue-fe-analysis-skills,claudemarketplaces,plugins,0.0000,0,55,False
teetsh-org-claude-skills,claudemarketplaces,plugins,0.0000,0,1935,False
caiomioto2-superclaude_marketplaceplugin,claudemarketplaces,plugins,0.0015,0,4716,False
zeff01-zeff-claude-setup,claudemarketplaces,plugins,0.0000,0,6000,False
disruptica-claude-plugins,claudemarketplaces,plugins,0.0001,0,6000,False
michabbb-claude-code,claudemarketplaces,plugins,0.0000,0,2384,False
0xbigboss-linear-cli,claudemarketplaces,plugins,0.0002,0,6000,False
hmaurus-masterclaude,claudemarketplaces,plugins,0.0004,0,1712,False
furiosa-ai-agent_skills,claudemarketplaces,plugins,0.0001,0,6000,False
sabhyac26-claude-intent,claudemarketplaces,plugins,0.0007,0,4119,False
xbklairith-kisune,claudemarketplaces,plugins,0.0000,0,3731,False
killerapp-mem8-plugin,claudemarketplaces,plugins,0.0000,0,5244,False
aaronwald-dlawskillz,claudemarketplaces,plugins,0.0000,0,3458,False
jmazzahacks-byteforge-claude-skills,claudemarketplaces,plugins,0.0000,0,6000,False
him0-him0-claude-marketplace,claudemarketplaces,plugins,0.0044,0,226,False
patrick-motard-claude-plugins-public,claudemarketplaces,plugins,0.0000,0,26,False
beshkenadze-claude-skills-marketplace,claudemarketplaces,plugins,0.0000,0,4402,False
nathanonn-claude-skills-ai-elements,claudemarketplaces,plugins,0.0000,0,3724,False
rjroy-adventure-engine-corvran,claudemarketplaces,plugins,0.0028,0,3988,False
pluginagentmarketplace-custom-plugin-typescript,claudemarketplaces,plugins,0.6187,1,6000,False
stickystyle-claude-skills,claudemarketplaces,plugins,0.0000,0,1373,False
racurry-neat-little-package,claudemarketplaces,plugins,0.0000,0,999,False
get2knowio-maverick,claudemarketplaces,plugins,0.0000,0,6000,False
nibzard-steel-marketplace,claudemarketplaces,plugins,0.0003,0,541,False
evgenygurin-claude-mem0-project-memory,claudemarketplaces,plugins,0.0013,0,6000,False
finstreet-fe-claude-plugins,claudemarketplaces,plugins,0.0000,0,1699,False
chrisvaillancourt-beads-skill,claudemarketplaces,plugins,0.0000,0,5285,False
dio0550-d-market,claudemarketplaces,plugins,0.0001,0,6000,False
hermeticormus-floreserlife,claudemarketplaces,plugins,0.0001,0,3767,False
jlaswell-claude-community-marketplace,claudemarketplaces,plugins,0.0000,0,1275,False
dpup-prefab,claudemarketplaces,plugins,0.0000,0,6000,False
ajanraj-claude-lsp-plugins,claudemarketplaces,plugins,0.0000,0,2603,False
bikach-claude-plugins,claudemarketplaces,plugins,0.0001,0,1188,False
open-horizon-labs-oh-mcp-server,claudemarketplaces,plugins,0.0008,0,6000,False
pluginagentmarketplace-custom-plugin-kubernetes,claudemarketplaces,plugins,0.6181,1,6000,False
freshwaterbruce2-vibetech,claudemarketplaces,plugins,0.0000,0,3693,False
tylerlaprade-basedpyright-lsp,claudemarketplaces,plugins,0.0001,0,551,False
rawe-claude-dev-skills,claudemarketplaces,plugins,0.0000,0,1970,False
hermeticormus-hermetic-academy,claudemarketplaces,plugins,0.0005,0,6000,False
yallup-claude-skills,claudemarketplaces,plugins,0.0001,0,1348,False
royisme-agent-skills,claudemarketplaces,plugins,0.0000,0,6000,False
simonlee2-claude-plugins,claudemarketplaces,plugins,0.0000,0,5228,False
netsirius-tutor-plugin,claudemarketplaces,plugins,0.0336,0,6000,False
superscript-scrip,claudemarketplaces,plugins,0.0000,0,4535,False
usmanali4073-stylemate-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
ponderingbgi-ralph-loop-pp,claudemarketplaces,plugins,0.0000,0,6000,False
allen-hsu-agent-arsenal,claudemarketplaces,plugins,0.0000,0,4340,False
xkelxmc-claude-code-agents,claudemarketplaces,plugins,0.0000,0,3955,False
stevengonsalvez-agent-bridge,claudemarketplaces,plugins,0.0001,0,6000,False
pluginagentmarketplace-custom-plugin-bash-shell,claudemarketplaces,plugins,0.7642,1,6000,False
gdanov-ipo-tracker-plugin,claudemarketplaces,plugins,0.0000,0,3060,False
watzon-claude-code,claudemarketplaces,plugins,0.0000,0,2425,False
tylergibbs1-codewarden,claudemarketplaces,plugins,0.0003,0,6000,False
lightsoft-dev-claude-plugin-for-dev,claudemarketplaces,plugins,0.0001,0,1321,False
cpicon-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
bradwindy-writing-xcuitests,claudemarketplaces,plugins,0.0000,0,1495,False
quadralay-webworks-claude-skills,claudemarketplaces,plugins,0.0001,0,2384,False
thc1006-telecom-ops-claude-code-plugins,claudemarketplaces,plugins,0.0001,0,6000,False
hibukki-yonatans-cc-marketplace,claudemarketplaces,plugins,0.0001,0,3448,False
daturkel-dt-cc,claudemarketplaces,plugins,0.0000,0,4353,False
elaraai-east-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
goodsmileduck-goodsmileduck-claude-registry,claudemarketplaces,plugins,0.0003,0,5829,False
nategarelik-game-dev-supercharger,claudemarketplaces,plugins,0.0004,0,6000,False
gaebalai-claude-code-marketplace,claudemarketplaces,plugins,0.0000,0,6000,False
enzannometsuke-lynyx-claude,claudemarketplaces,plugins,0.0000,0,6000,False
quydatsadboy-agent-skill,claudemarketplaces,plugins,0.9848,1,6000,False
zach-source-claude-marketplace,claudemarketplaces,plugins,0.0000,0,1124,False
echoleesong-claude-skills-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
shesha-io-shesha-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
captain-corgi-marketplace,claudemarketplaces,plugins,0.0002,0,4421,False
pluginagentmarketplace-custom-plugin-aspnet-core,claudemarketplaces,plugins,0.7125,1,6000,False
revsystem-claude-code-plugins,claudemarketplaces,plugins,0.0010,0,6000,False
kkhys-claude-code-marketplace,claudemarketplaces,plugins,0.0000,0,4296,False
thiagoedson-claude-frontforge,claudemarketplaces,plugins,0.0018,0,6000,False
siliconagent-silicon-bot,claudemarketplaces,plugins,0.0000,0,2455,False
rubenbranco-wandb-plot-skill,claudemarketplaces,plugins,0.0000,0,3913,False
userad-agentmail,claudemarketplaces,plugins,0.0001,0,6000,False
ven0m0-claude-config,claudemarketplaces,plugins,0.0000,0,6000,False
wonjiko-claude-toymarket,claudemarketplaces,plugins,0.0007,0,1626,False
methuz-methuz-claude-marketplace,claudemarketplaces,plugins,0.0005,0,3876,False
bfreis-claude-mart,claudemarketplaces,plugins,0.0000,0,3900,False
schappim-ekctl-skill,claudemarketplaces,plugins,0.0001,0,2118,False
maxamillion-claude-oss-eval-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
harmaalbers-claude-requirements-framework,claudemarketplaces,plugins,0.0001,0,6000,False
moonklabs-aiwf,claudemarketplaces,plugins,0.0002,0,6000,False
thomasrohde-marketplace,claudemarketplaces,plugins,0.0000,0,64,False
pluginagentmarketplace-custom-plugin-terraform,claudemarketplaces,plugins,0.6877,1,5414,False
zenml-io-skills,claudemarketplaces,plugins,0.0001,0,6000,False
beneficial-ai-foundation-lean4-claude-plugin,claudemarketplaces,plugins,0.0002,0,342,False
sentiolabs-arc,claudemarketplaces,plugins,0.0000,0,6000,False
jongwony-cc-plugin,claudemarketplaces,plugins,0.0000,0,3937,False
cercova-studios-terminal-agent-plugins,claudemarketplaces,plugins,0.0000,0,49,False
spences10-ralph-town,claudemarketplaces,plugins,0.0000,0,2379,False
dezkareid-claude-code-marketplace,claudemarketplaces,plugins,0.0021,0,244,False
chaorenex1-coding-workflow,claudemarketplaces,plugins,0.0025,0,6000,False
potenlab-marketplace-potenlab,claudemarketplaces,plugins,0.0001,0,6000,False
atc-net-atc-agentic-toolkit,claudemarketplaces,plugins,0.0002,0,6000,False
landonschropp-agent-toolkit,claudemarketplaces,plugins,0.0000,0,828,False
johnlindquist-claude-plugins,claudemarketplaces,plugins,0.0001,0,1123,False
earthmanweb-serena-workflow-engine,claudemarketplaces,plugins,0.0000,0,2681,False
rasmusgodske-dev-agent-workflow,claudemarketplaces,plugins,0.0000,0,5370,False
tylergibbs1-ospack,claudemarketplaces,plugins,0.0009,0,5040,False
rahulsub-code-practices-plugin,claudemarketplaces,plugins,0.0001,0,2636,False
caseyg-caseys-claude,claudemarketplaces,plugins,0.0001,0,2874,False
kudosx-claude-skill-cloud-aws,claudemarketplaces,plugins,0.0000,0,2462,False
anomalyarmor-agents,claudemarketplaces,plugins,0.0002,0,6000,False
josephanson-claude-plugin,claudemarketplaces,plugins,0.0000,0,981,False
mikev10-olympus,claudemarketplaces,plugins,0.0177,0,6000,False
bl1nk-bot-agent-library,claudemarketplaces,plugins,0.9906,1,4576,False
sttts-skills,claudemarketplaces,plugins,0.0000,0,4533,False
chinlung-claude-dev-workflow,claudemarketplaces,plugins,0.0000,0,6000,False
e-stpierre-agentic-forge,claudemarketplaces,plugins,0.0067,0,6000,False
barnabasj-claude,claudemarketplaces,plugins,0.0000,0,2907,False
steveleve-claude-marketplace,claudemarketplaces,plugins,0.0000,0,3958,False
wellmaintained-skills,claudemarketplaces,plugins,0.0000,0,3451,False
hugoduncan-claude-marketplace,claudemarketplaces,plugins,0.0000,0,1176,False
llimllib-aver,claudemarketplaces,plugins,0.0000,0,4897,False
ranger-testing-trailhead,claudemarketplaces,plugins,0.0000,0,746,False
coxwave-claude-plugins,claudemarketplaces,plugins,0.0001,0,1867,False
swapkats-robin,claudemarketplaces,plugins,0.0309,0,6000,False
vivalalova-agent-ide,claudemarketplaces,plugins,0.0000,0,3396,False
joshuaramirez-ms-ado-az-claude-code-plugin,claudemarketplaces,plugins,0.0000,0,5381,False
pluginagentmarketplace-custom-plugin-backend,claudemarketplaces,plugins,0.6664,1,6000,False
zc277584121-cc-tmux-worktree-orchestration,claudemarketplaces,plugins,0.0014,0,6000,False
h4x3rotab-redpill-vault,claudemarketplaces,plugins,0.0001,0,2043,False
dakesan-marimo-cc,claudemarketplaces,plugins,0.0000,0,4273,False
ess-dive-essdive-mcp,claudemarketplaces,plugins,0.0000,0,6000,False
alliance-genome-agr_claude_code,claudemarketplaces,plugins,0.0000,0,6000,False
deepaktiwari09-dt-workspace-plugin,claudemarketplaces,plugins,0.0000,0,3560,False
misfitdev-claude-plugins,claudemarketplaces,plugins,0.0000,0,822,False
pluginagentmarketplace-custom-plugin-postgresql,claudemarketplaces,plugins,0.5409,1,5553,False
masseater-claude-code-plugin,claudemarketplaces,plugins,0.0000,0,444,False
resolve-io-.prism,claudemarketplaces,plugins,0.0002,0,332,False
kubestellar-claude-plugins,claudemarketplaces,plugins,0.0003,0,6000,False
contextgraph-claude-code-plugin,claudemarketplaces,plugins,0.0000,0,4972,False
hundong2-my-friends-claude,claudemarketplaces,plugins,0.0000,0,4168,False
muspelheim-claude-roaster,claudemarketplaces,plugins,0.0018,0,6000,False
az9713-claude-canvas,claudemarketplaces,plugins,0.0001,0,6000,False
seanedwards-ai-dotfiles,claudemarketplaces,plugins,0.0003,0,64,False
datamaker-kr-synapse-claude-marketplace,claudemarketplaces,plugins,0.0000,0,6000,False
bowentan-super-agent,claudemarketplaces,plugins,0.0000,0,2348,False
xmgrex-ccx-arsenal,claudemarketplaces,plugins,0.0000,0,2080,False
leonardocouy-cc-datadog,claudemarketplaces,plugins,0.0000,0,2713,False
bherbruck-mcp-debugger,claudemarketplaces,plugins,0.0007,0,6000,False
durandom-rhdh-skill,claudemarketplaces,plugins,0.0000,0,4207,False
winwin-inc-claude-plugins,claudemarketplaces,plugins,0.0004,0,6000,False
pluginagentmarketplace-custom-plugin-machine-learning,claudemarketplaces,plugins,0.6676,1,6000,False
cn-dataworks-pbi-squire-plugin,claudemarketplaces,plugins,0.0004,0,6000,False
seolcoding-claude-plugin-paper,claudemarketplaces,plugins,0.0009,0,6000,False
mineru98-dev-consultant-skills,claudemarketplaces,plugins,0.0000,0,6000,False
filipas123-claude-code-pkc-v1,claudemarketplaces,plugins,0.0000,0,9,False
dutchthenomad-claude-flow,claudemarketplaces,plugins,0.0012,0,6000,False
undoio-addons,claudemarketplaces,plugins,0.0000,0,2704,False
tylergibbs1-breadcrumb,claudemarketplaces,plugins,0.0019,0,6000,False
lineofflight-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,723,False
anexpn-claude-plugins,claudemarketplaces,plugins,0.0000,0,1089,False
thilinatlm-agent-skills,claudemarketplaces,plugins,0.0000,0,1055,False
layer-fi-bookkeeper-skill,claudemarketplaces,plugins,0.0000,0,1653,False
dominik-rehse-stdd,claudemarketplaces,plugins,0.0000,0,4796,False
azusachino-harus-skills,claudemarketplaces,plugins,0.0000,0,3184,False
sk8metalme-ai-agent-setup,claudemarketplaces,plugins,0.0012,0,6000,False
ankish8-storybook-npm,claudemarketplaces,plugins,0.0001,0,1762,False
eirenik0-log-analyzer,claudemarketplaces,plugins,0.0000,0,6000,False
pluginagentmarketplace-custom-plugin-ios,claudemarketplaces,plugins,0.7316,1,6000,False
mikegazzaruso-codemap,claudemarketplaces,plugins,0.0000,0,2744,False
preferredcredit-pci-claude-code-toolbox,claudemarketplaces,plugins,0.0000,0,626,False
1broseidon-marketplace,claudemarketplaces,plugins,0.0000,0,2928,False
rickardp-blueprint-mode,claudemarketplaces,plugins,0.0019,0,6000,False
weiwei-mao-hydrology-skills,claudemarketplaces,plugins,0.0005,0,6000,False
omgpointless-aspy,claudemarketplaces,plugins,0.0002,0,3949,False
lulzx-claude-code,claudemarketplaces,plugins,0.0000,0,511,False
dobeutech-dobeu-claude-skills,claudemarketplaces,plugins,0.0001,0,5305,False
birdcar-claude-plugins,claudemarketplaces,plugins,0.0000,0,6000,False
meaningfy-ws-agent-skills,claudemarketplaces,plugins,0.0000,0,2188,False
jordanburke-supabase-typed-query,claudemarketplaces,plugins,0.0000,0,6000,False
mikeebuilds-diagnostic-playground,claudemarketplaces,plugins,0.0000,0,4983,False
tanaka-naoki-japanese-creative-writing,claudemarketplaces,plugins,0.0001,0,6000,False
jsai23-claude-tooling,claudemarketplaces,plugins,0.8829,1,6000,False
chuggies510-feature-dev-harnessed,claudemarketplaces,plugins,0.0000,0,6000,False
baeseokjae-claude-code-cockpit,claudemarketplaces,plugins,0.0060,0,6000,False
zygi-bio_tool_skills,claudemarketplaces,plugins,0.0001,0,600,False
intellegam-claude-plugins,claudemarketplaces,plugins,0.0000,0,1348,False
aaronmaturen-claude-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
corbits-infra-corbits-skill,claudemarketplaces,plugins,0.0014,0,1699,False
freeplayai-freeplay-plugin,claudemarketplaces,plugins,0.0004,0,3923,False
norifumi3-cc-marketplace,claudemarketplaces,plugins,0.0001,0,1150,False
myk-org-claude-code-config,claudemarketplaces,plugins,0.0000,0,893,False
triptechtravel-slackbuzz-cli,claudemarketplaces,plugins,0.0000,0,6000,False
wondersauce-claude-code-plugin,claudemarketplaces,plugins,0.0000,0,6000,False
pluginagentmarketplace-custom-plugin-vue,claudemarketplaces,plugins,0.5285,1,6000,False
sonesuke-docgraph,claudemarketplaces,plugins,0.0001,0,6000,False
vgeshel-local-skills,claudemarketplaces,plugins,0.0000,0,3956,False
rstarkey-s5y-plugins,claudemarketplaces,plugins,0.0000,0,2713,False
sontixyou-claude-code-plugin-upgrader,claudemarketplaces,plugins,0.0001,0,1010,False
teamtuna-tuna-claude-marketplace,claudemarketplaces,plugins,0.0003,0,4662,False
involvex-involvex-claude-marketplace,claudemarketplaces,plugins,0.0000,0,3690,False
yzlin-supaviber,claudemarketplaces,plugins,0.0000,0,6000,False
kevnk-skillify,claudemarketplaces,plugins,0.0001,0,3068,False
julien92-claude-code-marketplace,claudemarketplaces,plugins,0.0002,0,1521,False
nothflare-feature-tree,claudemarketplaces,plugins,0.0000,0,6000,False
takemi-ohama-ai-agent-marketplace,claudemarketplaces,plugins,0.0000,0,5394,False
mindfold-ai-docs,claudemarketplaces,plugins,0.0000,0,1466,False
jrc2139-claude-plugin-sema,claudemarketplaces,plugins,0.0000,0,3745,False
pluginagentmarketplace-custom-plugin-computer-science,claudemarketplaces,plugins,0.6652,1,6000,False
connsulting-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,975,False
kempsterrrr-personal-claude-skills,claudemarketplaces,plugins,0.0000,0,67,False
entrinsik-org-claude-plugins,claudemarketplaces,plugins,0.0000,0,737,False
dreamiurg-claude-session-topics,claudemarketplaces,plugins,0.0000,0,3079,False
hereinthehive-gotrino-inclusion,claudemarketplaces,plugins,0.0002,0,6000,False
breakds-claude.bds,claudemarketplaces,plugins,0.0000,0,44,False
lefant-claude-code-plugins,claudemarketplaces,plugins,0.0000,0,605,False
0oastro-kawai-girl-output-style,claudemarketplaces,plugins,0.0005,0,6000,False
salimhamed-claude-code-flow,claudemarketplaces,plugins,0.0000,0,4080,False
tjboudreaux-cc-visualization-skills,claudemarketplaces,plugins,0.0000,0,1444,False
covayurt-awesome-agent-toolkit,claudemarketplaces,plugins,0.0001,0,2132,False
tumblecat44-only-english,claudemarketplaces,plugins,0.0000,0,38,False
qmu-workaholic,claudemarketplaces,plugins,0.0000,0,5630,False
nethercore-systems-nethercore-ai-plugins,claudemarketplaces,plugins,0.0000,0,2289,False
queelius-claude-anvil,claudemarketplaces,plugins,0.0000,0,3082,False
porkbutts-porkbutts-n-taters,claudemarketplaces,plugins,0.0000,0,6000,False
noahrasheta-shipfast,claudemarketplaces,plugins,0.0000,0,6000,False
moveindustries-move-skills,claudemarketplaces,plugins,0.0000,0,2469,False
xxdesmus-claude-alertr,claudemarketplaces,plugins,0.0032,0,6000,False
narumiruna-context7-skills-skill,claudemarketplaces,plugins,0.0000,0,537,False
tonyyont-date-planner,claudemarketplaces,plugins,0.0002,0,2743,False
bishwas-py-forge,claudemarketplaces,plugins,0.0000,0,3145,False
crgeee-google-playstore-toolkit,claudemarketplaces,plugins,0.0004,0,6000,False
oxhagolli-clawdskillz,claudemarketplaces,plugins,0.0000,0,4884,False
sttts-beads-skill,claudemarketplaces,plugins,0.0000,0,1270,False
natifridman-claude-plugins,claudemarketplaces,plugins,0.0000,0,5276,False
galligan-skillstash,claudemarketplaces,plugins,0.0001,0,1869,False
demansou-resume-builder,claudemarketplaces,plugins,0.0000,0,5431,False
pluginagentmarketplace-custom-plugin-api-design,claudemarketplaces,plugins,0.6401,1,6000,False
mileschou-claude-marketplace,claudemarketplaces,plugins,0.0080,0,711,False
yoshiwatanabe-yoshiwatanabe-plugins,claudemarketplaces,plugins,0.0000,0,1828,False
khirotaka-cc-plugins,claudemarketplaces,plugins,0.0016,0,207,False
memorysaver-looplia-skills,claudemarketplaces,plugins,0.0000,0,1177,False
wannabefro-wanplugins,claudemarketplaces,plugins,0.0000,0,1290,False
byteagenten-byteagenten-marketplace,claudemarketplaces,plugins,0.0004,0,4816,False
bryanmig-claude-plugins,claudemarketplaces,plugins,0.0000,0,878,False
kerinin-claude-modes,claudemarketplaces,plugins,0.0000,0,6000,False
hnegishi-cc-prtools,claudemarketplaces,plugins,0.0000,0,3772,False
araa47-ez-google,claudemarketplaces,plugins,0.0003,0,2016,False
