slug,source,substrate,severity,severity_prob,prompt_injection_prob,malicious_code_prob,secret_exposure_prob,untrusted_fetch_prob,content_len,defender_positive
f-prompts.chat,claudemarketplaces,plugins,L0,0.9634,0.0031,0.0042,0.0032,0.0109,166,False
affaan-m-everything-claude-code,claudemarketplaces,plugins,L1,0.8781,0.0016,0.0118,0.0043,0.1394,2048,False
obra-superpowers,claudemarketplaces,plugins,L1,0.8649,0.0019,0.0171,0.0063,0.3784,2048,False
anthropics-skills,claudemarketplaces,plugins,L0,0.9390,0.0027,0.0041,0.0031,0.0099,2048,False
anthropics-claude-code,claudemarketplaces,plugins,L1,0.6267,0.0022,0.0224,0.0065,0.0751,2048,False
nextlevelbuilder-ui-ux-pro-max-skill,claudemarketplaces,plugins,L1,0.6610,0.0017,0.0054,0.0037,0.0360,2048,False
upstash-context7,claudemarketplaces,plugins,L1,0.7063,0.0015,0.0070,0.0035,0.0974,2048,False
composiohq-awesome-claude-skills,claudemarketplaces,plugins,L1,0.9103,0.0015,0.0071,0.0031,0.0328,2048,False
gsd-build-get-shit-done,claudemarketplaces,plugins,L1,0.8995,0.0016,0.0147,0.0045,0.1404,2048,False
thedotmack-claude-mem,claudemarketplaces,plugins,L3,0.5867,0.0172,0.2532,0.0708,0.5958,2048,False
payloadcms-payload,claudemarketplaces,plugins,L1,0.6143,0.0020,0.0055,0.0036,0.0177,2048,False
chromedevtools-chrome-devtools-mcp,claudemarketplaces,plugins,L2,0.8337,0.0131,0.0523,0.0907,0.7580,2048,False
wshobson-agents,claudemarketplaces,plugins,L1,0.9547,0.0015,0.0091,0.0039,0.3513,2048,False
ruvnet-ruflo,claudemarketplaces,plugins,L3,0.4088,0.0073,0.2098,0.0244,0.7091,2048,False
vercel-labs-agent-browser,claudemarketplaces,plugins,L2,0.8663,0.0251,0.0627,0.1193,0.8026,2048,False
eyaltoledano-claude-task-master,claudemarketplaces,plugins,L1,0.8765,0.0016,0.0083,0.0033,0.0859,2048,False
yeachan-heo-oh-my-claudecode,claudemarketplaces,plugins,L1,0.7923,0.0020,0.0154,0.0052,0.2758,2048,False
davila7-claude-code-templates,claudemarketplaces,plugins,L1,0.5991,0.0023,0.0130,0.0052,0.0821,2048,False
yamadashy-repomix,claudemarketplaces,plugins,L1,0.8220,0.0019,0.0075,0.0035,0.0925,2048,False
gastownhall-beads,claudemarketplaces,plugins,L3,0.9808,0.0260,0.9418,0.0197,0.8636,2048,False
ShoppingTools,lobehub_plugins,plugins,L1,0.9658,0.0018,0.0059,0.0040,0.8933,199,False
seo_assistant,lobehub_plugins,plugins,L1,0.9711,0.0015,0.0036,0.0026,0.6930,212,False
VideoCaptions,lobehub_plugins,plugins,L1,0.9655,0.0016,0.0039,0.0028,0.7608,226,False
WeatherGPT,lobehub_plugins,plugins,L0,0.7763,0.0017,0.0026,0.0014,0.0779,153,False
gitUserRepoStats,lobehub_plugins,plugins,L1,0.7364,0.0014,0.0027,0.0019,0.3261,181,False
questmate,lobehub_plugins,plugins,L0,0.5057,0.0015,0.0023,0.0015,0.1307,206,False
AladinSearchBooks,lobehub_plugins,plugins,L1,0.9710,0.0018,0.0051,0.0032,0.8644,137,False
StockData,lobehub_plugins,plugins,L1,0.8586,0.0015,0.0031,0.0020,0.5620,185,False
SEO,lobehub_plugins,plugins,L1,0.9700,0.0018,0.0045,0.0031,0.8382,151,False
web,lobehub_plugins,plugins,L1,0.9319,0.0022,0.0080,0.0061,0.9136,165,False
Bingsearch-identifier,lobehub_plugins,plugins,L1,0.9576,0.0021,0.0061,0.0043,0.8955,133,False
google-cse,lobehub_plugins,plugins,L1,0.9507,0.0021,0.0068,0.0048,0.9080,125,False
alps-tongyi-image,lobehub_plugins,plugins,L1,0.9340,0.0013,0.0029,0.0021,0.3946,191,False
savvy_trader_ai,lobehub_plugins,plugins,L1,0.9593,0.0017,0.0054,0.0029,0.7461,161,False
search1api,lobehub_plugins,plugins,L1,0.9699,0.0017,0.0042,0.0028,0.8261,128,False
search-engine-serper,lobehub_plugins,plugins,L1,0.9610,0.0020,0.0073,0.0044,0.8831,194,False
calendar-assistant,lobehub_plugins,plugins,L1,0.5750,0.0018,0.0031,0.0020,0.1290,156,False
bilibili,lobehub_plugins,plugins,L1,0.9656,0.0016,0.0043,0.0031,0.8179,269,False
steam,lobehub_plugins,plugins,L1,0.8902,0.0018,0.0043,0.0024,0.7202,134,False
current-datetime-assistant,lobehub_plugins,plugins,L0,0.9335,0.0021,0.0031,0.0020,0.0192,130,False
lackeyjb/playwright-skill,github_plugins,plugins,L2,0.7269,0.0082,0.0566,0.0515,0.7536,2048,False
timescale/pg-aiguide,github_plugins,plugins,L1,0.9507,0.0015,0.0046,0.0033,0.3307,2048,False
alexgreensh/token-optimizer,github_plugins,plugins,L1,0.7279,0.0017,0.0064,0.0032,0.0335,2048,False
rsmdt/the-startup,github_plugins,plugins,L1,0.5712,0.0029,0.0549,0.0119,0.2488,2048,False
zxkane/aws-skills,github_plugins,plugins,L1,0.9358,0.0014,0.0070,0.0048,0.0756,2048,False
yonatangross/orchestkit,github_plugins,plugins,L1,0.9178,0.0015,0.0048,0.0027,0.1432,2048,False
smnandre/symfony-ux-skills,github_plugins,plugins,L0,0.8086,0.0020,0.0046,0.0029,0.0140,2048,False
serpro69/claude-toolbox,github_plugins,plugins,L1,0.8908,0.0019,0.0220,0.0060,0.2782,2048,False
jaechang-hits/SciAgent-Skills,github_plugins,plugins,L1,0.9360,0.0018,0.0137,0.0051,0.2593,2048,False
OdradekAI/bundles-forge,github_plugins,plugins,L1,0.9607,0.0013,0.0071,0.0038,0.2801,2048,False
quillai-network/quillshield_skills,github_plugins,plugins,L1,0.5822,0.0012,0.0028,0.0020,0.0522,2048,False
k1p1l0/claude-telegram-supercharged,github_plugins,plugins,L1,0.8969,0.0016,0.0116,0.0043,0.1533,2048,False
techwolf-ai/ai-first-toolkit,github_plugins,plugins,L1,0.9518,0.0018,0.0100,0.0045,0.2042,2048,False
kirilxd/claude-tutor,github_plugins,plugins,L1,0.9224,0.0018,0.0054,0.0031,0.1650,2048,False
indranilbanerjee/digital-marketing-pro,github_plugins,plugins,L1,0.9636,0.0013,0.0072,0.0038,0.0915,2048,False
codenamev/ai-software-architect,github_plugins,plugins,L1,0.9369,0.0017,0.0112,0.0044,0.2135,2048,False
wotai-dev/woterclip,github_plugins,plugins,L1,0.9382,0.0016,0.0078,0.0046,0.1001,2048,False
xiaobei930/cc-best,github_plugins,plugins,L1,0.8985,0.0016,0.0106,0.0040,0.2091,2048,False
shadimarahli/Claude-for-Word-Desktop,github_plugins,plugins,L3,0.9750,0.0279,0.9384,0.0240,0.8845,2048,False
beingsmit/technical-product-gtm,github_plugins,plugins,L1,0.9015,0.0014,0.0036,0.0019,0.1482,2048,False
Yusuke710/manim-skill,github_plugins,plugins,L1,0.7351,0.0021,0.0293,0.0113,0.4621,1738,False
udapy/rust-agentic-skills,github_plugins,plugins,L2,0.4753,0.0036,0.0521,0.0256,0.4035,2048,False
MissingPackage/gitgud,github_plugins,plugins,L1,0.4820,0.0027,0.0359,0.0188,0.2853,2048,False
3spky5u-oss/HandsOn,github_plugins,plugins,L1,0.7917,0.0020,0.0240,0.0097,0.2546,2048,False
hemangjoshi37a/claude-code-frontend-dev,github_plugins,plugins,L1,0.8822,0.0019,0.0222,0.0068,0.2820,2048,False
sageox/ox,github_plugins,plugins,L3,0.9808,0.0287,0.9423,0.0199,0.8724,2048,False
ForteScarlet/codex-kkp,github_plugins,plugins,L2,0.5331,0.0032,0.0363,0.0232,0.1928,2048,False
vibesurf-ai/claude-surf,github_plugins,plugins,L2,0.7913,0.0156,0.0636,0.0842,0.8713,2048,False
softaworks/gepetto,github_plugins,plugins,L1,0.9475,0.0015,0.0060,0.0037,0.2403,2048,False
OutlineDriven/odin-claude-plugin,github_plugins,plugins,L2,0.4331,0.0035,0.0847,0.0220,0.5505,2048,False
kepano-obsidian-skills,claudemarketplaces,plugins,L1,0.7193,0.0014,0.0026,0.0017,0.1216,2048,False
dailydotdev-daily,claudemarketplaces,plugins,L0,0.8872,0.0020,0.0038,0.0023,0.0146,2048,False
othmanadi-planning-with-files,claudemarketplaces,plugins,L1,0.8920,0.0016,0.0078,0.0040,0.1620,2048,False
k-dense-ai-claude-scientific-skills,claudemarketplaces,plugins,L1,0.9062,0.0017,0.0189,0.0063,0.4200,2048,False
jarrodwatts-claude-hud,claudemarketplaces,plugins,L1,0.9273,0.0014,0.0086,0.0047,0.1720,2048,False
voltagent-awesome-claude-code-subagents,claudemarketplaces,plugins,L1,0.7064,0.0025,0.0332,0.0116,0.3216,2048,False
pbakaus-impeccable,claudemarketplaces,plugins,L1,0.9065,0.0015,0.0047,0.0025,0.1360,2048,False
muratcankoylan-agent-skills-for-context-engineering,claudemarketplaces,plugins,L1,0.8584,0.0015,0.0034,0.0026,0.1300,2048,False
jimliu-baoyu-skills,claudemarketplaces,plugins,L1,0.9163,0.0016,0.0143,0.0060,0.3641,2048,False
everyinc-compound-engineering-plugin,claudemarketplaces,plugins,L1,0.4902,0.0030,0.0481,0.0195,0.4844,2048,False
anthropics-knowledge-work-plugins,claudemarketplaces,plugins,L0,0.8828,0.0018,0.0034,0.0022,0.0151,2048,False
huggingface-skills,claudemarketplaces,plugins,L1,0.8880,0.0016,0.0039,0.0029,0.1015,2048,False
alirezarezvani-claude-skills,claudemarketplaces,plugins,L1,0.8804,0.0019,0.0263,0.0069,0.3744,2048,False
mcp-use-mcp-use,claudemarketplaces,plugins,L0,0.5444,0.0021,0.0056,0.0034,0.0167,2048,False
redpanda-data-connect,claudemarketplaces,plugins,L1,0.7323,0.0015,0.0045,0.0031,0.0653,2048,False
insforge-insforge,claudemarketplaces,plugins,L1,0.6931,0.0021,0.0125,0.0048,0.0517,2048,False
ykdojo-claude-code-tips,claudemarketplaces,plugins,L1,0.7428,0.0021,0.0220,0.0086,0.1420,2048,False
microsoft-playwright-cli,claudemarketplaces,plugins,L1,0.6969,0.0022,0.0241,0.0141,0.5461,2048,False
orchestra-research-ai-research-skills,claudemarketplaces,plugins,L1,0.8758,0.0016,0.0082,0.0034,0.0696,2048,False
brainblend-ai-atomic-agents,claudemarketplaces,plugins,L0,0.7101,0.0019,0.0050,0.0033,0.0198,2048,False
sawyerhood-dev-browser,claudemarketplaces,plugins,L2,0.7907,0.0230,0.0936,0.1262,0.6395,2048,False
dammyjay93-interface-design,claudemarketplaces,plugins,L1,0.8528,0.0015,0.0051,0.0033,0.0931,2048,False
firebase-firebase-tools,claudemarketplaces,plugins,L1,0.4042,0.0026,0.0434,0.0077,0.0685,2048,False
trailofbits-skills,claudemarketplaces,plugins,L1,0.9306,0.0013,0.0096,0.0055,0.3718,2048,False
max-sixty-worktrunk,claudemarketplaces,plugins,L0,0.7861,0.0023,0.0055,0.0033,0.0130,2048,False
exa-labs-exa-mcp-server,claudemarketplaces,plugins,L1,0.9296,0.0017,0.0088,0.0053,0.6776,2048,False
czlonkowski-n8n-skills,claudemarketplaces,plugins,L0,0.7416,0.0016,0.0038,0.0027,0.0201,2048,False
pimzino-spec-workflow-mcp,claudemarketplaces,plugins,L1,0.8978,0.0015,0.0047,0.0029,0.1434,2048,False
mixedbread-ai-mgrep,claudemarketplaces,plugins,L1,0.6452,0.0027,0.0414,0.0120,0.4966,2048,False
langroid-langroid,claudemarketplaces,plugins,L1,0.5115,0.0020,0.0060,0.0033,0.0215,2048,False
backnotprop-plannotator,claudemarketplaces,plugins,L1,0.9367,0.0017,0.0122,0.0048,0.1312,2048,False
mckinsey-vizro,claudemarketplaces,plugins,L0,0.9194,0.0029,0.0048,0.0033,0.0091,2048,False
davepoon-buildwithclaude,claudemarketplaces,plugins,L1,0.9699,0.0013,0.0057,0.0029,0.5802,2048,False
letta-ai-claude-subconscious,claudemarketplaces,plugins,L1,0.4726,0.0033,0.0456,0.0205,0.4908,2048,False
stellarlinkco-myclaude,claudemarketplaces,plugins,L2,0.6444,0.0101,0.1064,0.0622,0.6797,2048,False
zeframlou-call-me,claudemarketplaces,plugins,L1,0.9320,0.0014,0.0077,0.0044,0.2109,2048,False
avdlee-swiftui-agent-skill,claudemarketplaces,plugins,L0,0.8209,0.0017,0.0030,0.0019,0.0182,2048,False
nyldn-claude-octopus,claudemarketplaces,plugins,L1,0.7104,0.0028,0.0493,0.0105,0.3891,2048,False
jasonxudeveloper-jengine,claudemarketplaces,plugins,L0,0.5755,0.0020,0.0072,0.0037,0.0285,2048,False
wirasm-prps-agentic-eng,claudemarketplaces,plugins,L1,0.6309,0.0014,0.0049,0.0030,0.0737,2048,False
perplexityai-modelcontextprotocol,claudemarketplaces,plugins,L1,0.9484,0.0014,0.0087,0.0040,0.3298,2048,False
modelcontextprotocol-ext-apps,claudemarketplaces,plugins,L0,0.8765,0.0024,0.0038,0.0025,0.0096,2048,False
asheshgoplani-agent-deck,claudemarketplaces,plugins,L1,0.5463,0.0023,0.0063,0.0037,0.0192,2048,False
apify-agent-skills,claudemarketplaces,plugins,L1,0.8760,0.0022,0.0104,0.0095,0.8732,2048,False
supabase-agent-skills,claudemarketplaces,plugins,L1,0.5476,0.0012,0.0025,0.0017,0.0547,2048,False
glittercowboy-taches-cc-resources,claudemarketplaces,plugins,L1,0.9245,0.0015,0.0116,0.0052,0.3254,2048,False
pchalasani-claude-code-tools,claudemarketplaces,plugins,L1,0.9520,0.0016,0.0072,0.0033,0.2317,2048,False
timescale-pg-aiguide,claudemarketplaces,plugins,L1,0.9507,0.0015,0.0046,0.0033,0.3307,2048,False
expo-skills,claudemarketplaces,plugins,L0,0.5052,0.0014,0.0025,0.0019,0.0720,1790,False
rohitg00-pro-workflow,claudemarketplaces,plugins,L1,0.9101,0.0019,0.0172,0.0058,0.1734,2048,False
microsoftdocs-mcp,claudemarketplaces,plugins,L1,0.4975,0.0057,0.0618,0.0230,0.7307,2048,False
appleboy-codegpt,claudemarketplaces,plugins,L1,0.8334,0.0015,0.0064,0.0037,0.1438,2048,False
antonbabenko-terraform-skill,claudemarketplaces,plugins,L1,0.7927,0.0014,0.0029,0.0018,0.1760,2048,False
actionbook-actionbook,claudemarketplaces,plugins,L1,0.4882,0.0035,0.0509,0.0208,0.5053,2048,False
dvdsgl-claude-canvas,claudemarketplaces,plugins,L1,0.9392,0.0013,0.0063,0.0039,0.2844,666,False
redplanethq-core,claudemarketplaces,plugins,L0,0.5188,0.0018,0.0046,0.0028,0.0345,2048,False
feiskyer-claude-code-settings,claudemarketplaces,plugins,L2,0.4778,0.0036,0.0567,0.0238,0.6968,2048,False
k-dense-ai-claude-scientific-writer,claudemarketplaces,plugins,L1,0.9582,0.0015,0.0064,0.0042,0.5169,2048,False
softaworks-agent-toolkit,claudemarketplaces,plugins,L1,0.9415,0.0016,0.0105,0.0047,0.3971,2048,False
avdlee-swift-concurrency-agent-skill,claudemarketplaces,plugins,L0,0.8506,0.0016,0.0025,0.0016,0.0178,2048,False
cloudai-x-claude-workflow-v2,claudemarketplaces,plugins,L1,0.9225,0.0017,0.0177,0.0052,0.2335,2048,False
kenryu42-claude-code-safety-net,claudemarketplaces,plugins,L0,0.8616,0.0023,0.0047,0.0034,0.0159,2048,False
composiohq-awesome-claude-plugins,claudemarketplaces,plugins,L1,0.9111,0.0018,0.0089,0.0031,0.0575,2048,False
raine-workmux,claudemarketplaces,plugins,L1,0.7731,0.0018,0.0097,0.0054,0.0655,2048,False
udecode-dotai,claudemarketplaces,plugins,L1,0.9791,0.0013,0.0044,0.0023,0.5460,2048,False
geekjourneyx-md2wechat-skill,claudemarketplaces,plugins,L1,0.6815,0.0019,0.0081,0.0037,0.0960,2048,False
ryandonofrio3-osgrep,claudemarketplaces,plugins,L1,0.9273,0.0016,0.0118,0.0056,0.4219,2048,False
skills-directory-skill-codex,claudemarketplaces,plugins,L1,0.3847,0.0035,0.1041,0.0199,0.4451,2048,False
itsmostafa-aws-agent-skills,claudemarketplaces,plugins,L1,0.8709,0.0016,0.0035,0.0022,0.1504,2048,False
openprose-prose,claudemarketplaces,plugins,L1,0.6597,0.0016,0.0061,0.0037,0.0384,2048,False
actionbook-rust-skills,claudemarketplaces,plugins,L1,0.7664,0.0026,0.0190,0.0152,0.7382,2048,False
mbailey-voicemode,claudemarketplaces,plugins,L1,0.9149,0.0018,0.0105,0.0062,0.1417,2048,False
numman-ali-n-skills,claudemarketplaces,plugins,L1,0.8915,0.0018,0.0191,0.0069,0.2698,2048,False
classmethod-tsumiki,claudemarketplaces,plugins,L1,0.9426,0.0014,0.0045,0.0033,0.2496,2048,False
jarrodwatts-claude-delegator,claudemarketplaces,plugins,L1,0.9378,0.0015,0.0122,0.0054,0.2471,2048,False
umputun-ralphex,claudemarketplaces,plugins,L2,0.6069,0.0066,0.0790,0.0462,0.4523,2048,False
saik0s-mcp-browser-use,claudemarketplaces,plugins,L2,0.7387,0.0064,0.0364,0.0555,0.7142,2048,False
bayramannakov-claude-reflect,claudemarketplaces,plugins,L1,0.8631,0.0018,0.0144,0.0066,0.1274,2048,False
daymade-claude-code-skills,claudemarketplaces,plugins,L1,0.8500,0.0021,0.0265,0.0073,0.3559,2048,False
neolabhq-context-engineering-kit,claudemarketplaces,plugins,L1,0.8996,0.0016,0.0048,0.0031,0.0964,2048,False
charleswiltgen-axiom,claudemarketplaces,plugins,L1,0.9491,0.0015,0.0069,0.0043,0.2032,2048,False
zhanghandong-makepad-skills,claudemarketplaces,plugins,L0,0.9605,0.0031,0.0048,0.0031,0.0082,2048,False
brownfinesecurity-iothackbot,claudemarketplaces,plugins,L2,0.7603,0.0061,0.0435,0.0528,0.4044,2048,False
team-attention-plugins-for-claude-natives,claudemarketplaces,plugins,L1,0.9533,0.0016,0.0072,0.0050,0.7356,2048,False
0xdesign-design-plugin,claudemarketplaces,plugins,L1,0.9359,0.0013,0.0043,0.0038,0.2026,2048,False
agent-sh-agentsys,claudemarketplaces,plugins,L1,0.5845,0.0018,0.0067,0.0035,0.0305,2048,False
jezweb-claude-skills,claudemarketplaces,plugins,L1,0.9724,0.0014,0.0050,0.0027,0.2450,2048,False
resciencelab-opc-skills,claudemarketplaces,plugins,L1,0.9231,0.0018,0.0156,0.0048,0.3968,2048,False
cyberkaida-reverse-engineering-assistant,claudemarketplaces,plugins,L1,0.9030,0.0015,0.0066,0.0046,0.1249,2048,False
ananddtyagi-cc-marketplace,claudemarketplaces,plugins,L1,0.5348,0.0044,0.0625,0.0180,0.8336,2048,False
francyjglisboa-agent-skill-creator,claudemarketplaces,plugins,L3,0.9794,0.0255,0.9425,0.0186,0.8690,2048,False
ccplugins-awesome-claude-code-plugins,claudemarketplaces,plugins,L1,0.8849,0.0018,0.0217,0.0069,0.2859,2048,False
hmans-beans,claudemarketplaces,plugins,L1,0.8647,0.0018,0.0093,0.0046,0.0843,2048,False
getsentry-sentry-mcp,claudemarketplaces,plugins,L1,0.9224,0.0014,0.0048,0.0033,0.1113,2048,False
onmax-nuxt-skills,claudemarketplaces,plugins,L1,0.9168,0.0018,0.0152,0.0047,0.1693,2048,False
joelhooks-swarm-tools,claudemarketplaces,plugins,L1,0.6913,0.0016,0.0044,0.0030,0.0548,2048,False
ast-grep-agent-skill,claudemarketplaces,plugins,L1,0.9580,0.0014,0.0044,0.0033,0.5911,2048,False
jasonkneen-kiro,claudemarketplaces,plugins,L0,0.9131,0.0018,0.0035,0.0022,0.0126,2048,False
jetbrains-go-modern-guidelines,claudemarketplaces,plugins,L0,0.7285,0.0015,0.0040,0.0030,0.0379,2048,False
23blocks-os-ai-maestro,claudemarketplaces,plugins,L2,0.4900,0.0053,0.0883,0.0298,0.4140,2048,False
fcakyon-claude-codex-settings,claudemarketplaces,plugins,L1,0.7555,0.0022,0.0338,0.0109,0.3432,2048,False
schpet-linear-cli,claudemarketplaces,plugins,L1,0.9331,0.0016,0.0056,0.0041,0.0999,2048,False
gmickel-flow-next,claudemarketplaces,plugins,L1,0.9240,0.0022,0.0194,0.0062,0.2401,2048,False
kalil0321-reverse-api-engineer,claudemarketplaces,plugins,L2,0.6340,0.0091,0.0768,0.0527,0.7742,2048,False
laravel-agent-skills,claudemarketplaces,plugins,L0,0.8527,0.0016,0.0025,0.0016,0.0195,2048,False
mhattingpete-claude-skills-marketplace,claudemarketplaces,plugins,L2,0.6137,0.0073,0.0845,0.0477,0.6478,2048,False
kingbootoshi-cartographer,claudemarketplaces,plugins,L1,0.7670,0.0020,0.0264,0.0110,0.4552,2048,False
fradser-dotclaude,claudemarketplaces,plugins,L1,0.9167,0.0017,0.0158,0.0054,0.2570,2048,False
hashicorp-agent-skills,claudemarketplaces,plugins,L1,0.7265,0.0013,0.0023,0.0016,0.1120,2048,False
zscole-adversarial-spec,claudemarketplaces,plugins,L1,0.9656,0.0015,0.0053,0.0035,0.2409,2048,False
a5c-ai-babysitter,claudemarketplaces,plugins,L1,0.8166,0.0016,0.0101,0.0045,0.0447,2048,False
getsentry-skills,claudemarketplaces,plugins,L1,0.6092,0.0014,0.0022,0.0015,0.0838,2048,False
browserbase-skills,claudemarketplaces,plugins,L2,0.7148,0.0111,0.0393,0.0579,0.9047,2048,False
jshchnz-claude-code-scheduler,claudemarketplaces,plugins,L1,0.5718,0.0025,0.0307,0.0153,0.2556,2048,False
chujianyun-skills,claudemarketplaces,plugins,L1,0.9119,0.0016,0.0076,0.0058,0.3634,2048,False
tokenrollai-llmdoc,claudemarketplaces,plugins,L1,0.8780,0.0019,0.0152,0.0068,0.1328,2048,False
wondelai-skills,claudemarketplaces,plugins,L1,0.9777,0.0013,0.0050,0.0026,0.7131,2048,False
chachamaru127-claude-code-harness,claudemarketplaces,plugins,L1,0.7041,0.0020,0.0093,0.0038,0.0325,2048,False
aitytech-agentkits-marketing,claudemarketplaces,plugins,L1,0.9154,0.0017,0.0088,0.0033,0.0567,2048,False
quant-sentiment-ai-claude-equity-research,claudemarketplaces,plugins,L1,0.9350,0.0018,0.0086,0.0055,0.6042,2048,False
mutable-state-inc-ensue-skill,claudemarketplaces,plugins,L1,0.9542,0.0015,0.0077,0.0048,0.2656,2048,False
nhevers-moltbrain,claudemarketplaces,plugins,L1,0.9573,0.0016,0.0073,0.0032,0.1187,2048,False
speakeasy-api-speakeasy,claudemarketplaces,plugins,L1,0.5202,0.0025,0.0065,0.0039,0.0280,2048,False
project-codeguard-rules,claudemarketplaces,plugins,L0,0.9053,0.0020,0.0035,0.0023,0.0145,635,False
jfernandez-mdserve,claudemarketplaces,plugins,L3,0.9802,0.0275,0.9468,0.0206,0.8848,2048,False
freee-freee-mcp,claudemarketplaces,plugins,L1,0.9107,0.0015,0.0068,0.0057,0.2184,2048,False
cloudshipai-station,claudemarketplaces,plugins,L1,0.7483,0.0020,0.0195,0.0098,0.1304,2048,False
humania-org-humanize,claudemarketplaces,plugins,L1,0.9510,0.0014,0.0074,0.0042,0.1940,2048,False
piebald-ai-claude-code-lsps,claudemarketplaces,plugins,L1,0.9194,0.0020,0.0192,0.0051,0.4418,2048,False
mintlify-docs,claudemarketplaces,plugins,L0,0.9397,0.0028,0.0046,0.0029,0.0118,325,False
mckinsey-agents-at-scale-ark,claudemarketplaces,plugins,L1,0.6106,0.0020,0.0103,0.0042,0.0447,2048,False
jarrodwatts-claude-stt,claudemarketplaces,plugins,L1,0.9283,0.0015,0.0052,0.0030,0.1869,2048,False
dbt-labs-dbt-agent-skills,claudemarketplaces,plugins,L1,0.9103,0.0014,0.0033,0.0026,0.1015,2048,False
lijigang-ljg-skill-xray-book,claudemarketplaces,plugins,L1,0.8642,0.0019,0.0112,0.0082,0.4819,690,False
sinotrade-shioaji,claudemarketplaces,plugins,L2,0.5847,0.0095,0.0961,0.0459,0.7178,2048,False
humanplane-homunculus,claudemarketplaces,plugins,L1,0.8771,0.0016,0.0150,0.0070,0.2840,2048,False
memvid-claude-brain,claudemarketplaces,plugins,L1,0.9354,0.0016,0.0110,0.0042,0.1794,2048,False
levnikolaevich-claude-code-skills,claudemarketplaces,plugins,L1,0.9410,0.0017,0.0132,0.0045,0.4880,2048,False
obra-episodic-memory,claudemarketplaces,plugins,L1,0.7078,0.0014,0.0034,0.0031,0.1265,2048,False
trailofbits-skills-curated,claudemarketplaces,plugins,L0,0.7361,0.0016,0.0043,0.0028,0.0421,2048,False
ooiyeefei-ccc,claudemarketplaces,plugins,L1,0.9626,0.0015,0.0036,0.0026,0.3120,2048,False
koreal6803-finlab-ai,claudemarketplaces,plugins,L3,0.9802,0.0288,0.9482,0.0202,0.8836,750,False
avdlee-swift-testing-agent-skill,claudemarketplaces,plugins,L0,0.7458,0.0015,0.0021,0.0014,0.0381,2048,False
notedit-happy-skills,claudemarketplaces,plugins,L1,0.9108,0.0020,0.0115,0.0062,0.6229,2048,False
zippoxer-subtask,claudemarketplaces,plugins,L2,0.6213,0.0038,0.0383,0.0299,0.1938,2048,False
makenotion-claude-code-notion-plugin,claudemarketplaces,plugins,L1,0.6812,0.0014,0.0033,0.0023,0.0540,2048,False
astronomer-agents,claudemarketplaces,plugins,L1,0.9373,0.0015,0.0107,0.0047,0.1560,2048,False
defendend-claude-ast-index-search,claudemarketplaces,plugins,L0,0.9278,0.0035,0.0054,0.0032,0.0096,2048,False
ntcoding-claude-skillz,claudemarketplaces,plugins,L1,0.8651,0.0016,0.0098,0.0064,0.0818,2048,False
anthropics-life-sciences,claudemarketplaces,plugins,L1,0.9733,0.0014,0.0038,0.0030,0.6649,2048,False
jaganpro-sf-skills,claudemarketplaces,plugins,L1,0.7867,0.0024,0.0463,0.0089,0.4604,2048,False
alonw0-web-asset-generator,claudemarketplaces,plugins,L1,0.9057,0.0017,0.0122,0.0056,0.3007,2048,False
palkan-skills,claudemarketplaces,plugins,L1,0.8660,0.0012,0.0031,0.0022,0.1053,2048,False
davidfowl-dotnet-skillz,claudemarketplaces,plugins,L1,0.8984,0.0019,0.0187,0.0053,0.1772,1430,False
shinpr-claude-code-workflows,claudemarketplaces,plugins,L1,0.7190,0.0023,0.0384,0.0111,0.4222,2048,False
tzachbon-smart-ralph,claudemarketplaces,plugins,L1,0.8871,0.0019,0.0206,0.0065,0.2271,2048,False
iamzhihuix-happy-claude-skills,claudemarketplaces,plugins,L2,0.7811,0.0160,0.0505,0.0753,0.9120,2048,False
umputun-cc-thingz,claudemarketplaces,plugins,L1,0.9656,0.0014,0.0073,0.0035,0.3238,2048,False
emsi-mymanus,claudemarketplaces,plugins,L1,0.6100,0.0022,0.0277,0.0138,0.2466,1993,False
sudocode-ai-sudocode,claudemarketplaces,plugins,L1,0.5828,0.0025,0.0065,0.0041,0.0150,2048,False
kingbootoshi-codex-orchestrator,claudemarketplaces,plugins,L3,0.9787,0.0302,0.9501,0.0223,0.8988,2048,False
partme-ai-full-stack-skills,claudemarketplaces,plugins,L1,0.8269,0.0023,0.0183,0.0087,0.5767,2048,False
boshu2-agentops,claudemarketplaces,plugins,L1,0.7026,0.0024,0.0411,0.0122,0.4336,2048,False
firecrawl-cli,claudemarketplaces,plugins,L1,0.6045,0.0027,0.0372,0.0181,0.6259,2048,False
madappgang-claude-code,claudemarketplaces,plugins,L1,0.9518,0.0015,0.0100,0.0034,0.3004,2048,False
lawvable-awesome-legal-skills,claudemarketplaces,plugins,L0,0.5820,0.0016,0.0037,0.0024,0.0238,2048,False
rsmdt-the-startup,claudemarketplaces,plugins,L1,0.5712,0.0029,0.0549,0.0119,0.2488,2048,False
mylukin-agent-foreman,claudemarketplaces,plugins,L1,0.7756,0.0018,0.0101,0.0047,0.1017,2048,False
posit-dev-skills,claudemarketplaces,plugins,L1,0.8613,0.0013,0.0037,0.0028,0.0715,2048,False
athola-claude-night-market,claudemarketplaces,plugins,L1,0.9327,0.0019,0.0138,0.0051,0.5367,2048,False
