slug,source,substrate,heuristic_hit_count,heuristic_flags,patterns,content_len,stars,installs,official_badge,defender_positive
yoanbernabeu-slidev-skills,claudemarketplaces,plugins,0,,,63,22,9,False,False
dmitrypogrebnoy-ruby-agent-skills,claudemarketplaces,plugins,0,,,131,22,1,False,False
artemnovichkov-skills,claudemarketplaces,plugins,0,,,69,22,4,False,False
tobias-walle-agency,claudemarketplaces,plugins,0,,,30,22,1,False,False
plastic-labs-claude-honcho,claudemarketplaces,plugins,0,,,34,22,2,False,False
atxtechbro-dotfiles,claudemarketplaces,plugins,0,,,174,22,1,False,False
onsails-cc,claudemarketplaces,plugins,0,,,95,21,2,False,False
tmchow-hzl,claudemarketplaces,plugins,0,,,49,21,1,False,False
tmchow-tmc-marketplace,claudemarketplaces,plugins,0,,,44,21,2,False,False
xiaolai-codex-toolkit-for-claude,claudemarketplaces,plugins,0,,,92,21,1,False,False
technickai-ai-coding-config,claudemarketplaces,plugins,0,,,79,21,1,False,False
rhuss-cc-slidev,claudemarketplaces,plugins,0,,,124,21,1,False,False
christian289-dotnet-with-claudecode,claudemarketplaces,plugins,0,,,29,21,1,False,False
kenryu42-claude-code-plan-export,claudemarketplaces,plugins,0,,,78,21,1,False,False
shinyorg-reflector,claudemarketplaces,plugins,0,,,83,21,1,False,False
ysyecust-everything-claude-code,claudemarketplaces,plugins,0,,,113,21,1,False,False
bejranonda-llm-autonomous-agent-plugin-for-claude,claudemarketplaces,plugins,0,,,244,21,1,False,False
708u-twig,claudemarketplaces,plugins,0,,,101,20,1,False,False
jeanluciano-quaestor,claudemarketplaces,plugins,0,,,22,20,1,False,False
marcelleon-skills-zh,claudemarketplaces,plugins,0,,,29,20,2,False,False
hermeticormus-libreuiux-claude-code,claudemarketplaces,plugins,0,,,96,20,67,False,False
uw-ssec-rse-plugins,claudemarketplaces,plugins,0,,,55,20,8,False,False
ai4curation-curation-skills,claudemarketplaces,plugins,0,,,128,20,6,False,False
yungweng-claude-lsp-servers,claudemarketplaces,plugins,0,,,93,19,1,False,False
tenequm-skills,claudemarketplaces,plugins,0,,,66,19,12,False,False
mimir-dm-mimir,claudemarketplaces,plugins,0,,,54,19,1,False,False
x-cmd-skill,claudemarketplaces,plugins,0,,,67,19,4,False,False
andisab-swe-marketplace,claudemarketplaces,plugins,0,,,78,19,12,False,False
aperepel-textual-tui-skill,claudemarketplaces,plugins,0,,,46,19,1,False,False
shipshitdev-library,claudemarketplaces,plugins,0,,,41,19,139,False,False
memorysaver-looplia-core,claudemarketplaces,plugins,0,,,75,19,2,False,False
itsmostafa-llm-engineering-skills,claudemarketplaces,plugins,0,,,29,19,1,False,False
vertti-se-cove-claude-plugin,claudemarketplaces,plugins,0,,,74,19,1,False,False
jfr992-terragrunt-skill,claudemarketplaces,plugins,0,,,117,19,1,False,False
desplega-ai-qa-use,claudemarketplaces,plugins,0,,,27,19,1,False,False
shopwarelabs-ai-coding-tools,claudemarketplaces,plugins,0,,,184,19,6,False,False
matsengrp-plugins,claudemarketplaces,plugins,0,,,107,18,1,False,False
kivilaid-plugin-marketplace,claudemarketplaces,plugins,0,,,61,18,77,False,False
ruimgbarros-data-journalism-marketplace,claudemarketplaces,plugins,0,,,33,18,1,False,False
dowwie-tasker,claudemarketplaces,plugins,0,,,87,18,1,False,False
itlearning-study-ios,claudemarketplaces,plugins,0,,,18,18,1,False,False
geyang-params-proto,claudemarketplaces,plugins,0,,,86,18,1,False,False
daamitt-skill-issue,claudemarketplaces,plugins,0,,,45,18,1,False,False
circlemind-ai-smooth-sdk,claudemarketplaces,plugins,0,,,52,18,1,False,False
kenkaiii-minimal-claude,claudemarketplaces,plugins,0,,,106,18,1,False,False
stefanmaron-claude-configs,claudemarketplaces,plugins,0,,,97,17,1,False,False
heyman333-atelier-ui,claudemarketplaces,plugins,0,,,31,17,1,False,False
kazuph-reviw,claudemarketplaces,plugins,0,,,58,17,1,False,False
siva01c-claude-plugins,claudemarketplaces,plugins,0,,,44,17,1,False,False
husniadil-cc-hooks,claudemarketplaces,plugins,0,,,147,17,1,False,False
jnlei-claude-tools,claudemarketplaces,plugins,0,,,51,17,12,False,False
claudate-claude-code-context-sync,claudemarketplaces,plugins,0,,,67,17,1,False,False
homericintelligence-projectodyssey,claudemarketplaces,plugins,0,,,34,17,2,False,False
outlinedriven-odin-claude-plugin,claudemarketplaces,plugins,0,,,97,17,1,False,False
gleanwork-claude-plugins,claudemarketplaces,plugins,0,,,73,17,10,False,False
randroids-dojo-godot-claude-skills,claudemarketplaces,plugins,0,,,48,17,1,False,False
m64github-tiger-style,claudemarketplaces,plugins,0,,,63,17,1,False,False
juststeveking-laravel-api-skill,claudemarketplaces,plugins,0,,,142,17,1,False,False
hongsw-plugin-for-claude-research,claudemarketplaces,plugins,0,,,124,17,5,False,False
vcode-sh-vibe-tools,claudemarketplaces,plugins,0,,,59,16,9,False,False
greenstevester-fastlane-skill,claudemarketplaces,plugins,0,,,95,16,5,False,False
nguyenthienthanh-aura-frog,claudemarketplaces,plugins,0,,,123,16,1,False,False
yaleh-meta-cc,claudemarketplaces,plugins,0,,,88,16,1,False,False
nikeyes-stepwise-dev,claudemarketplaces,plugins,0,,,28,16,4,False,False
yrzhe-claude-skills,claudemarketplaces,plugins,0,,,113,16,9,False,False
treasure-data-td-skills,claudemarketplaces,plugins,0,,,36,16,13,False,False
cipherstash-cipherpowers,claudemarketplaces,plugins,0,,,31,16,1,False,False
o11y-dev-opentelemetry-skill,claudemarketplaces,plugins,0,,,66,16,1,False,False
stevegeek-claude-ruby-plugins,claudemarketplaces,plugins,0,,,77,16,1,False,False
codenamev-claude_memory,claudemarketplaces,plugins,0,,,81,16,1,False,False
howells-arc,claudemarketplaces,plugins,0,,,103,16,1,False,False
braintrustdata-braintrust-claude-plugin,claudemarketplaces,plugins,0,,,64,16,2,False,False
mikekelly-promode,claudemarketplaces,plugins,0,,,69,16,1,False,False
geekatron-jerry,claudemarketplaces,plugins,0,,,80,16,1,False,False
refractionpoint-lc-ai,claudemarketplaces,plugins,0,,,27,16,2,False,False
cosmonic-labs-skills,claudemarketplaces,plugins,0,,,35,15,5,False,False
trabian-fluxwing-skills,claudemarketplaces,plugins,0,,,102,15,1,False,False
kazuph-dotfiles,claudemarketplaces,plugins,0,,,62,15,18,False,False
hmemcpy-ralph-wiggum,claudemarketplaces,plugins,0,,,94,15,1,False,False
unityappsuite-frappe-claude,claudemarketplaces,plugins,0,,,64,15,1,False,False
naieum-claudeshot,claudemarketplaces,plugins,0,,,33,15,1,False,False
prajapatimehul-claude-aws-cost-saver,claudemarketplaces,plugins,0,,,105,15,1,False,False
mike-coulbourn-claude-vibes,claudemarketplaces,plugins,0,,,102,15,1,False,False
rp1-run-rp1,claudemarketplaces,plugins,0,,,49,15,2,False,False
docker-claude-plugins,claudemarketplaces,plugins,0,,,39,15,1,False,False
anysiteio-agent-skills,claudemarketplaces,plugins,0,,,71,15,11,False,False
basher83-lunar-claude,claudemarketplaces,plugins,0,,,40,15,13,False,False
setouchi-h-cc-marketplace,claudemarketplaces,plugins,0,,,27,15,4,False,False
hurblat-claude-constructor,claudemarketplaces,plugins,0,,,58,15,1,False,False
waynesutton-convex-mcp-visual,claudemarketplaces,plugins,0,,,126,15,1,False,False
shining319-claude-code-single-person-workflow,claudemarketplaces,plugins,0,,,273,15,8,False,False
lgbarn-trading-indicator-plugins,claudemarketplaces,plugins,0,,,102,15,1,False,False
agentic-jumpstart-marketplace,claudemarketplaces,plugins,0,,,120,15,1,False,False
shepherdjerred-monorepo,claudemarketplaces,plugins,0,,,36,15,1,False,False
shinyorg-mauishell,claudemarketplaces,plugins,0,,,41,14,1,False,False
asharibali-whatsapp-me,claudemarketplaces,plugins,0,,,65,14,1,False,False
sweetrb-apple-notes-mcp,claudemarketplaces,plugins,0,,,104,14,1,False,False
auth0-agent-skills,claudemarketplaces,plugins,0,,,18,14,2,False,False
comfygit-ai-comfygit,claudemarketplaces,plugins,0,,,119,14,1,False,False
nevaberry-nevaberry-plugins,claudemarketplaces,plugins,0,,,142,14,90,False,False
kojott-claude-docu-optimizer,claudemarketplaces,plugins,0,,,144,14,1,False,False
ultimatile-arxiv-skills,claudemarketplaces,plugins,0,,,115,14,1,False,False
markusodenthal-the-knowledge-stack,claudemarketplaces,plugins,0,,,76,14,1,False,False
jdonohoo-vern-bot,claudemarketplaces,plugins,0,,,18,14,1,False,False
kasempiternal-claude-agent-system,claudemarketplaces,plugins,0,,,101,14,1,False,False
esparkman-claude-rubycritic-skill,claudemarketplaces,plugins,0,,,66,14,1,False,False
wayne930242-reflexive-claude-code,claudemarketplaces,plugins,0,,,91,14,2,False,False
jakedahn-oblique-skill,claudemarketplaces,plugins,0,,,83,14,1,False,False
alexanderop-claude-skill-vue-development,claudemarketplaces,plugins,0,,,156,14,1,False,False
venkateshvenki404224-frappe-apps-manager,claudemarketplaces,plugins,0,,,174,14,1,False,False
swissarmyhammer-swissarmyhammer,claudemarketplaces,plugins,0,,,57,14,1,False,False
gopherguides-gopher-ai,claudemarketplaces,plugins,0,,,56,13,7,False,False
vercel-vercel-deploy-claude-code-plugin,claudemarketplaces,plugins,0,,,39,13,1,False,False
wdm0006-python-skills,claudemarketplaces,plugins,0,,,86,13,4,False,False
nimbleway-agent-skills,claudemarketplaces,plugins,0,,,199,13,1,False,False
iagocavalcante-claude-turbo-search,claudemarketplaces,plugins,0,,,78,13,1,False,False
kasperjunge-30-minute-vibe-coding-challenge,claudemarketplaces,plugins,0,,,63,13,5,False,False
maigentic-stratarts,claudemarketplaces,plugins,0,,,180,13,1,False,False
valian-linear-cli-skill,claudemarketplaces,plugins,0,,,87,13,1,False,False
xdg-xdg-claude,claudemarketplaces,plugins,0,,,23,13,9,False,False
fuushyn-armour,claudemarketplaces,plugins,0,,,22,13,1,False,False
aserper-rtfd,claudemarketplaces,plugins,0,,,195,13,1,False,False
z-m-huang-cc-obsidian-mem,claudemarketplaces,plugins,0,,,41,13,1,False,False
nickcrew-claude-cortex,claudemarketplaces,plugins,0,,,13,13,5,False,False
twinpeakstownie-claude-to-speech,claudemarketplaces,plugins,0,,,72,13,1,False,False
yusuftayman-playwright-cli-agents,claudemarketplaces,plugins,0,,,135,13,1,False,False
open-horizon-labs-superego,claudemarketplaces,plugins,0,,,27,13,1,False,False
breethomas-bette-think,claudemarketplaces,plugins,0,,,98,13,1,False,False
dubuqingfeng-dotfiles,claudemarketplaces,plugins,0,,,29,13,4,False,False
seedspirit-python-type-hint-reviewer,claudemarketplaces,plugins,0,,,555,13,1,False,False
wayfind-intent-engine,claudemarketplaces,plugins,0,,,8,13,1,False,False
sangkwun-sandy,claudemarketplaces,plugins,0,,,91,13,1,False,False
trilwu-secskills,claudemarketplaces,plugins,0,,,128,13,1,False,False
lobu-ai-agent-workbench,claudemarketplaces,plugins,0,,,52,13,1,False,False
eddiearc-codex-delegator,claudemarketplaces,plugins,0,,,160,13,1,False,False
omedia-drupal-skill,claudemarketplaces,plugins,0,,,55,13,3,False,False
xiaoconstantine-rlm-go,claudemarketplaces,plugins,0,,,107,12,1,False,False
testcontainers-claude-skills,claudemarketplaces,plugins,0,,,58,12,1,False,False
chrisallenlane-claude-swe-workflows,claudemarketplaces,plugins,0,,,55,12,1,False,False
elasticdotventures-_b00t_,claudemarketplaces,plugins,0,,,88,12,3,False,False
enitrat-skill-issue,claudemarketplaces,plugins,0,,,41,12,2,False,False
arcblock-idd,claudemarketplaces,plugins,0,,,117,12,1,False,False
sylphai-inc-skills,claudemarketplaces,plugins,0,,,65,12,2,False,False
gaupoit-programming-advisor,claudemarketplaces,plugins,0,,,95,12,1,False,False
gpshead-cpython-skills,claudemarketplaces,plugins,0,,,68,12,1,False,False
arittr-spectacular,claudemarketplaces,plugins,0,,,64,12,1,False,False
dwmkerr-claude-toolkit,claudemarketplaces,plugins,0,,,58,12,3,False,False
byborgai-prompt-collection,claudemarketplaces,plugins,0,,,697,12,2,False,False
lulzx-ubrowser,claudemarketplaces,plugins,0,,,57,12,1,False,False
zate-cc-godot,claudemarketplaces,plugins,0,,,481,12,1,False,False
jeffh-claude-plugins,claudemarketplaces,plugins,0,,,39,12,5,False,False
sirkitree-claude-conversation-saver,claudemarketplaces,plugins,0,,,94,12,1,False,False
hyperspell-claude,claudemarketplaces,plugins,0,,,47,12,1,False,False
chriskd-memex-kb,claudemarketplaces,plugins,0,,,166,12,1,False,False
taconotsandwich-unity-agentic-tools,claudemarketplaces,plugins,0,,,165,12,2,False,False
marcioaltoe-claude-craftkit,claudemarketplaces,plugins,0,,,153,12,8,False,False
vinnie357-claude-skills,claudemarketplaces,plugins,0,,,18,12,16,False,False
animalzinc-claude-plugins,claudemarketplaces,plugins,0,,,68,12,6,False,False
seolcoding-nonstop-agent,claudemarketplaces,plugins,0,,,78,11,1,False,False
amitpatole-claude-genkit-plugin,claudemarketplaces,plugins,0,,,38,11,34,False,False
sandbornm-my-claude-skills,claudemarketplaces,plugins,0,,,119,11,3,False,False
pcatattacks-solopreneur-plugin,claudemarketplaces,plugins,0,,,149,11,1,False,False
miles990-claude-software-skills,claudemarketplaces,plugins,0,,,95,11,56,False,False
opentiny-agent-skills,claudemarketplaces,plugins,0,,,21,11,1,False,False
featbit-featbit-skills,claudemarketplaces,plugins,0,,,51,11,1,False,False
angreal-angreal,claudemarketplaces,plugins,0,,,180,11,1,False,False
wiggumdev-ralph,claudemarketplaces,plugins,0,,,29,11,1,False,False
buyoung-skills,claudemarketplaces,plugins,0,,,91,11,4,False,False
lackeyjb-claude-conductor,claudemarketplaces,plugins,0,,,116,11,1,False,False
ericgrill-agents-skills-plugins,claudemarketplaces,plugins,0,,,53,11,59,False,False
yanmxa-cc-plugins,claudemarketplaces,plugins,0,,,109,11,5,False,False
choam2426-cmdlens,claudemarketplaces,plugins,0,,,41,11,1,False,False
worldflowai-everything-claude-code,claudemarketplaces,plugins,0,,,103,11,1,False,False
hedera-dev-hedera-skills,claudemarketplaces,plugins,0,,,124,11,3,False,False
alexgrebeshok-coder-skill-matcher,claudemarketplaces,plugins,0,,,75,11,1,False,False
miles990-claude-domain-skills,claudemarketplaces,plugins,0,,,49,11,24,False,False
kanaerulabs-growth-kit,claudemarketplaces,plugins,0,,,61,11,2,False,False
fortiumpartners-ai-mesh,claudemarketplaces,plugins,0,,,87,11,1,False,False
taylorhuston-ai-toolkit,claudemarketplaces,plugins,0,,,95,11,1,False,False
open-horizon-labs-unified-hifi-control,claudemarketplaces,plugins,0,,,36,11,1,False,False
sjnims-plugin-dev,claudemarketplaces,plugins,0,,,153,11,1,False,False
getty104-claude-code-marketplace,claudemarketplaces,plugins,0,,,22,11,1,False,False
d-oit-gemini-search-plugin,claudemarketplaces,plugins,0,,,154,11,1,False,False
dannysmith-taskdn,claudemarketplaces,plugins,0,,,61,11,1,False,False
pbdeuchler-llm-plugins,claudemarketplaces,plugins,0,,,36,11,6,False,False
nemori-ai-skills,claudemarketplaces,plugins,0,,,133,11,2,False,False
joaquimscosta-arkhe-claude-plugins,claudemarketplaces,plugins,0,,,227,11,14,False,False
syou6162-claude-code-commands,claudemarketplaces,plugins,0,,,58,11,1,False,False
roasbeef-substrate,claudemarketplaces,plugins,0,,,131,10,1,False,False
arvindand-agent-skills,claudemarketplaces,plugins,0,,,161,10,1,False,False
metalbear-co-skills,claudemarketplaces,plugins,0,,,30,10,1,False,False
michaelboeding-skills,claudemarketplaces,plugins,0,,,151,10,1,False,False
rickmanelius-markdown-provenance,claudemarketplaces,plugins,0,,,129,10,1,False,False
vltansky-debug-skill,claudemarketplaces,plugins,0,,,529,10,1,False,False
bostonaholic-rpikit,claudemarketplaces,plugins,0,,,115,10,1,False,False
byigitt-ralph-wiggum-windows,claudemarketplaces,plugins,0,,,80,10,1,False,False
hivellm-rulebook,claudemarketplaces,plugins,0,,,95,10,1,False,False
swarochish-indian-law-plugin,claudemarketplaces,plugins,0,,,141,10,1,False,False
doodledood-claude-code-plugins,claudemarketplaces,plugins,0,,,162,10,8,False,False
sjungling-sjungling-claude-plugins,claudemarketplaces,plugins,0,,,42,10,6,False,False
open-horizon-labs-ba,claudemarketplaces,plugins,0,,,36,10,1,False,False
playgama-bridge-claude-plugins,claudemarketplaces,plugins,0,,,53,10,4,False,False
daishiman-daishiman-skills,claudemarketplaces,plugins,0,,,39,10,2,False,False
bodangren-git-workflow,claudemarketplaces,plugins,0,,,161,10,1,False,False
gitbutlerapp-claude,claudemarketplaces,plugins,0,,,32,10,1,False,False
tachyon-beep-skillpacks,claudemarketplaces,plugins,0,,,214,10,28,False,False
payrequest-claude-plugins,claudemarketplaces,plugins,0,,,39,10,27,False,False
whinc-my-claude-plugins,claudemarketplaces,plugins,0,,,24,10,4,False,False
schwepps-skills,claudemarketplaces,plugins,0,,,110,10,8,False,False
zhiluop-siyuan-skills,claudemarketplaces,plugins,0,,,444,9,1,False,False
dashed-claude-marketplace,claudemarketplaces,plugins,0,,,64,9,19,False,False
abatilo-bits,claudemarketplaces,plugins,0,,,456,9,1,False,False
wakeless-agent-tracker,claudemarketplaces,plugins,0,,,52,9,1,False,False
taeseongyun-everything-claude-code-android,claudemarketplaces,plugins,0,,,50,9,1,False,False
florianbuetow-claude-code,claudemarketplaces,plugins,0,,,255,9,5,False,False
youhai020616-agentmind,claudemarketplaces,plugins,0,,,128,9,1,False,False
aheritier-boost-your-ai,claudemarketplaces,plugins,0,,,57,9,1,False,False
doc-detective-agent-tools,claudemarketplaces,plugins,0,,,48,9,1,False,False
claude-market-marketplace,claudemarketplaces,plugins,0,,,79,9,3,False,False
danshapiro-fresheyes,claudemarketplaces,plugins,0,,,63,9,1,False,False
dennisliuck-claude-plugin-marketplace,claudemarketplaces,plugins,0,,,34,9,20,False,False
the-resonance-claude-code-hetzner-vps,claudemarketplaces,plugins,0,,,96,9,1,False,False
junghan0611-denotecli,claudemarketplaces,plugins,0,,,140,9,1,False,False
coalesce-labs-catalyst,claudemarketplaces,plugins,0,,,132,9,5,False,False
hugoduncan-mcp-tasks,claudemarketplaces,plugins,0,,,69,9,2,False,False
speakeasy-api-skills,claudemarketplaces,plugins,0,,,70,9,1,False,False
nathanonn-claude-skill-build-insights-logger,claudemarketplaces,plugins,0,,,940,9,1,False,False
indenscale-typedown,claudemarketplaces,plugins,0,,,116,9,2,False,False
markus41-claude,claudemarketplaces,plugins,0,,,135,9,27,False,False
arcblock-myvibe-skills,claudemarketplaces,plugins,0,,,128,9,1,False,False
brunoasm-my_claude_skills,claudemarketplaces,plugins,0,,,54,9,3,False,False
hakuturu583-ros2-claude-code-plugin,claudemarketplaces,plugins,0,,,73,9,1,False,False
huangdijia-oh-my-claude-code-plugins,claudemarketplaces,plugins,0,,,25,9,5,False,False
glideapps-glide-code,claudemarketplaces,plugins,0,,,24,9,1,False,False
motlin-claude-code-plugins,claudemarketplaces,plugins,0,,,79,9,15,False,False
shinpr-rashomon,claudemarketplaces,plugins,0,,,64,9,1,False,False
dapi-claude-code-marketplace,claudemarketplaces,plugins,0,,,50,9,12,False,False
skishore23-wink,claudemarketplaces,plugins,0,,,119,9,1,False,False
aegntic-cldcde,claudemarketplaces,plugins,0,,,157,9,11,False,False
jpoutrin-product-forge,claudemarketplaces,plugins,0,,,73,9,12,False,False
vieko-bonfire,claudemarketplaces,plugins,0,,,83,9,1,False,False
ggprompts-my-gg-plugins,claudemarketplaces,plugins,0,,,67,9,21,False,False
michael-harris-devteam,claudemarketplaces,plugins,0,,,107,9,1,False,False
jordanburke-functype,claudemarketplaces,plugins,0,,,50,8,2,False,False
freenet-freenet-agent-skills,claudemarketplaces,plugins,0,,,59,8,1,False,False
s2005-markdown-linter-fixer-skill,claudemarketplaces,plugins,0,,,103,8,1,False,False
sergio-bershadsky-ai,claudemarketplaces,plugins,0,,,61,8,8,False,False
ammosu-awesome-claude-skills-zh-tw,claudemarketplaces,plugins,0,,,26,8,27,False,False
alwinpaul1-claude-hud-enhanced,claudemarketplaces,plugins,0,,,92,8,1,False,False
scarrillo-release,claudemarketplaces,plugins,0,,,50,8,1,False,False
el-feo-ai-context,claudemarketplaces,plugins,0,,,36,8,6,False,False
dev-jelly-pokemon-skills,claudemarketplaces,plugins,0,,,136,8,2,False,False
dhofheinz-open-plugins,claudemarketplaces,plugins,0,,,247,8,6,False,False
chipflow-context-daddy,claudemarketplaces,plugins,0,,,115,8,1,False,False
technicalpickles-pickled-claude-plugins,claudemarketplaces,plugins,0,,,67,8,10,False,False
timurkhakhalev-cc-plugins,claudemarketplaces,plugins,0,,,38,8,3,False,False
thedotmack-rad-mem,claudemarketplaces,plugins,0,,,68,8,1,False,False
creator-hian-claude-code-plugins,claudemarketplaces,plugins,0,,,1538,8,10,False,False
synaps-squad-gitlab-mr-mcp,claudemarketplaces,plugins,0,,,48,8,1,False,False
plaited-plaited,claudemarketplaces,plugins,0,,,99,8,1,False,False
husniadil-fastmcp-builder,claudemarketplaces,plugins,0,,,207,8,1,False,False
datathings-marketplace,claudemarketplaces,plugins,0,,,1623,8,12,False,False
aperepel-claude-mlx-tts,claudemarketplaces,plugins,0,,,209,8,1,False,False
livelabs-ventures-nano-skills,claudemarketplaces,plugins,0,,,36,8,1,False,False
ethanolivertroy-public-skills,claudemarketplaces,plugins,0,,,33,8,5,False,False
vizzly-testing-cli,claudemarketplaces,plugins,0,,,76,8,1,False,False
deemostech-rodin3d-skills,claudemarketplaces,plugins,0,,,126,8,1,False,False
fortiumpartners-ensemble,claudemarketplaces,plugins,0,,,94,8,21,False,False
kriscard-kriscard-claude-plugins,claudemarketplaces,plugins,0,,,95,8,15,False,False
neonwatty-job-apply-plugin,claudemarketplaces,plugins,0,,,114,8,1,False,False
mobai-app-mobai-marketplace,claudemarketplaces,plugins,0,,,50,8,1,False,False
yvictor-polars_backtest_extension,claudemarketplaces,plugins,0,,,47,8,1,False,False
solana-program-escrow,claudemarketplaces,plugins,0,,,14,8,1,False,False
imyousuf-agentic-test-runner,claudemarketplaces,plugins,0,,,121,8,1,False,False
atournayre-claude-marketplace,claudemarketplaces,plugins,0,,,156,8,18,False,False
colliery-io-metis,claudemarketplaces,plugins,0,,,104,8,1,False,False
lpasqualis-lpclaude,claudemarketplaces,plugins,0,,,37,8,1,False,False
agenttoolkit-altk-evolve,claudemarketplaces,plugins,0,,,40,8,1,False,False
konflux-ci-skills,claudemarketplaces,plugins,0,,,31,7,5,False,False
zpaper-com-claudekit,claudemarketplaces,plugins,0,,,83,7,14,False,False
eveld-claude,claudemarketplaces,plugins,0,,,64,7,1,False,False
duongdev-ccpm,claudemarketplaces,plugins,0,,,108,7,1,False,False
bradtaylorsf-alphaagent-team,claudemarketplaces,plugins,0,,,100,7,31,False,False
reqvire-org-reqvire,claudemarketplaces,plugins,0,,,63,7,1,False,False
andrueandersoncs-claude-skill-effect-ts,claudemarketplaces,plugins,0,,,54,7,1,False,False
zircote-lsp-marketplace,claudemarketplaces,plugins,0,,,91,7,29,False,False
alrightryanx-claude-shadow,claudemarketplaces,plugins,0,,,138,7,1,False,False
seokan-jeong-team-shinchan,claudemarketplaces,plugins,0,,,120,7,1,False,False
athrael-soju-larvling,claudemarketplaces,plugins,0,,,38,7,1,False,False
patternfly-ai-helpers,claudemarketplaces,plugins,0,,,89,7,1,False,False
kevstevie-web2md,claudemarketplaces,plugins,0,,,42,7,1,False,False
joestump-claude-plugin-design,claudemarketplaces,plugins,0,,,128,7,1,False,False
xinbenlv-codereview-skills,claudemarketplaces,plugins,0,,,467,7,1,False,False
evangelosmeklis-thufir,claudemarketplaces,plugins,0,,,45,7,1,False,False
vre-flow-state,claudemarketplaces,plugins,0,,,40,7,2,False,False
lollipopkit-cc-plugins,claudemarketplaces,plugins,0,,,39,7,3,False,False
vlm-run-skills,claudemarketplaces,plugins,0,,,28,7,1,False,False
ddunnock-claude-plugins,claudemarketplaces,plugins,0,,,57,7,20,False,False
lfnovo-por-marketplace,claudemarketplaces,plugins,0,,,60,7,1,False,False
vanman2024-ai-dev-marketplace,claudemarketplaces,plugins,0,,,102,7,25,False,False
pluginagentmarketplace-custom-plugin-flutter,claudemarketplaces,plugins,0,,,42,7,1,False,False
cruzanstx-daplug,claudemarketplaces,plugins,0,,,72,7,1,False,False
alonw0-python-debugger-skill,claudemarketplaces,plugins,0,,,55,7,1,False,False
qazi0-claude-plugins,claudemarketplaces,plugins,0,,,36,7,2,False,False
critesjosh-aztec-claude-plugin,claudemarketplaces,plugins,0,,,55,7,1,False,False
andreasasprou-agent-skills,claudemarketplaces,plugins,0,,,121,7,3,False,False
georgeguimaraes-claude-code-graphite,claudemarketplaces,plugins,0,,,44,7,2,False,False
thlandgraf-cc-marketplace,claudemarketplaces,plugins,0,,,19,7,3,False,False
humanlayer-riptide-rpi,claudemarketplaces,plugins,0,,,51,7,1,False,False
edwinhu-workflows,claudemarketplaces,plugins,0,,,64,7,1,False,False
pyinx-ceo-skills-plugin,claudemarketplaces,plugins,0,,,54,7,1,False,False
johnlindquist-badger-2350-plugin,claudemarketplaces,plugins,0,,,127,7,1,False,False
wasp-lang-wasp-agent-plugins,claudemarketplaces,plugins,0,,,110,7,1,False,False
stared-gemini-claude-skills,claudemarketplaces,plugins,0,,,20,7,1,False,False
andrewgazelka-mcsound,claudemarketplaces,plugins,0,,,42,7,1,False,False
kaneshin-dotfiles,claudemarketplaces,plugins,0,,,8,7,1,False,False
ryanbreen-breenix,claudemarketplaces,plugins,0,,,32,7,3,False,False
jwilger-claude-code-plugins,claudemarketplaces,plugins,0,,,60,7,2,False,False
adeonir-claude-code-extras,claudemarketplaces,plugins,0,,,83,7,4,False,False
shrwnsan-vibekit-claude-plugins,claudemarketplaces,plugins,0,,,181,7,3,False,False
claude-code-community-ireland-claude-code-resources,claudemarketplaces,plugins,0,,,139,7,1,False,False
bug-ops-claude-plugins,claudemarketplaces,plugins,0,,,223,7,1,False,False
refractionpoint-documentation,claudemarketplaces,plugins,0,,,34,7,1,False,False
anthropics-claude-claude-code,claudemarketplaces,plugins,0,,,110,7,5,False,False
projectquestorg-agileflow,claudemarketplaces,plugins,0,,,167,7,1,False,False
oceanbase-ecology-plugins,claudemarketplaces,plugins,0,,,66,7,1,False,False
ios-agent-iosagent.dev,claudemarketplaces,plugins,0,,,574,6,1,False,False
pjt3591oo-claude-code-advanced-guide,claudemarketplaces,plugins,0,,,462,6,1,False,False
dansasser-claude-code-marketplace,claudemarketplaces,plugins,0,,,326,6,6,False,False
pcircle-ai-claude-code-buddy,claudemarketplaces,plugins,0,,,106,6,1,False,False
flox-flox-agentic,claudemarketplaces,plugins,0,,,36,6,1,False,False
mozilla-bigquery-etl-skills,claudemarketplaces,plugins,0,,,26,6,1,False,False
robinebers-cc-plugins,claudemarketplaces,plugins,0,,,81,6,2,False,False
rube-de-cc-skills,claudemarketplaces,plugins,0,,,114,6,9,False,False
plinde-claude-plugins,claudemarketplaces,plugins,0,,,84,6,11,False,False
cuipengfei-prompts,claudemarketplaces,plugins,0,,,7,6,21,False,False
pluginagentmarketplace-custom-plugin-angular,claudemarketplaces,plugins,0,,,26,6,1,False,False
bkootaz-https-github.com-anthropics-skills,claudemarketplaces,plugins,0,,,24,6,2,False,False
mattbrailsford-speckl,claudemarketplaces,plugins,0,,,42,6,1,False,False
raudbjorn-claude,claudemarketplaces,plugins,0,,,31,6,5,False,False
ettrickshepherd-mlx-dev-skill,claudemarketplaces,plugins,0,,,71,6,1,False,False
rpiplewar-shipfaster,claudemarketplaces,plugins,0,,,559,6,2,False,False
v1truv1us-ai-eng-system,claudemarketplaces,plugins,0,,,76,6,1,False,False
dariuszparys-claude-code-toolkit,claudemarketplaces,plugins,0,,,981,6,6,False,False
intent-solutions-io-plugins-nixtla,claudemarketplaces,plugins,0,,,133,6,1,False,False
